time,temperature,altitude
1479762423,33.51373719,336.8957114230434
1479762425,33.51752425,337.0540194045534
1479762426,33.51752425,336.7595338866231
1479762427,33.52320483,337.07187656393944
1479762428,33.52951659,336.87352115251997
1479762429,33.52762306,337.1906723761713
1479762430,33.5320413,337.076389046837
1479762431,33.53267247,337.12773545809614
1479762432,33.54403364,337.0725925031293
1479762433,33.54845187,337.10556017935596
1479762435,33.5503454,337.0509353647285
1479762436,33.56296893,337.12794714317715
1479762437,33.56423128,336.9361372824278
1479762438,33.5610754,336.97389748379646
1479762439,33.56486245,337.01442002438125
1479762440,33.56928069,336.95903845552675
1479762441,33.5768548,337.04008702099236
1479762442,33.5768548,336.9222816412366
1479762444,33.58190422,336.94770230828
1479762445,33.57874833,337.3414044901365
1479762446,33.58632245,337.15738948190847
1479762447,33.58947833,337.20547064034326
1479762448,33.59452774,337.02221098545124
1479762449,33.5983148,336.97438280335336
1479762450,33.60020833,337.0695377148877
1479762451,33.5983148,337.03328734310344
1479762453,33.6090448,337.1035268024716
1479762454,33.60967598,337.0370683833826
1479762455,33.61472539,337.03304382144415
1479762456,33.61788128,336.8749555849645
1479762457,33.62229951,336.7901239188577
1479762458,33.62166834,337.18057167162624
1479762459,33.62861128,336.94519999355543
1479762460,33.63429187,337.07838025368255
1479762461,33.63366069,337.0295407242156
1479762463,33.63997246,337.0373540696892
1479762464,33.64565305,336.93490247573936
1479762465,33.64565305,337.0821759390092
1479762466,33.65322718,337.13380118386704
1479762467,33.65764542,336.8722381660191
1479762468,33.66143248,336.82441325822583
1479762469,33.66585072,337.0046791800487
1479762470,33.66206365,337.4059777170405
1479762472,33.67153131,336.9316842346234
1479762473,33.67531837,336.9722272618674
1479762474,33.67973661,336.9463083089431
1479762475,33.68099897,336.93120580100367
1479762476,33.67973661,337.0935896790179
1479762477,33.68920427,337.0636596164477
1479762478,33.68794191,337.66791565298627
1479762479,33.69425369,336.939303895364
1479762481,33.69804075,336.9798512549314
1479762482,33.69867193,336.97230040399154
1479762483,33.70624605,337.1712308090573
1479762484,33.70624605,337.2006887601383
1479762485,33.713189,337.2009701483912
1479762486,33.71445136,336.89128850973066
1479762487,33.71634489,337.219615793947
1479762488,33.72139431,336.95048428405426
1479762490,33.72644373,336.8850439444868
1479762491,33.72959962,337.28917154209194
1479762492,33.73149315,337.11670718780806
1479762493,33.73086197,337.30101319016103
1479762494,33.74096081,337.20211205122905
1479762495,33.74285435,337.0616219452786
1479762496,33.74537906,337.14674152545194
1479762497,33.7497973,337.2092104387775
1479762498,33.75674025,337.20950215344055
1479762500,33.75484672,337.44089556533436
1479762501,33.76242085,337.1979523243863
1479762502,33.76242085,337.13903135854343
1479762503,33.77062616,337.26901297666336
1479762505,33.76873263,337.08795422936964
1479762506,33.77756912,337.2103876236506
1479762507,33.78135619,336.98580158749974
1479762508,33.7838809,337.10290637735307
1479762509,33.78766796,337.2907824391368
1479762510,33.79082385,337.3978267652419
1479762511,33.79587328,337.0992105031255
1479762512,33.80281624,337.276286956323
1479762513,33.80534095,337.2141076320113
1479762515,33.81733333,337.03364445085754
1479762516,33.8154398,337.38038898197556
1479762517,33.8154398,337.11522023091675
1479762518,33.82175158,337.1525396435827
1479762519,33.82490747,337.0558634611807
1479762520,33.82869454,337.15536383943254
1479762521,33.83058807,337.1891251726993
1479762522,33.83626868,337.05973228098446
1479762524,33.84005575,337.218165824459
1479762525,33.84762989,336.94323376662214
1479762526,33.85141696,337.33738755460945
1479762527,33.85709756,337.06066936856223
1479762528,33.85772874,337.08258467872656
1479762530,33.86277817,337.076084428365
1479762531,33.86972113,336.7817523086487
1479762532,33.8735082,337.05805257968314
1479762533,33.87477056,337.07241954185156
1479762534,33.87477056,337.042953350734
1479762535,33.87981999,337.1568353128969
1479762536,33.88360706,337.19742138708534
1479762537,33.88550059,337.05439200206456
1479762539,33.89244356,336.93684890976147
1479762540,33.90064888,337.06940605783893
1479762541,33.89686181,337.1172183292874
1479762542,33.90380478,337.1470108650901
1479762543,33.90696067,337.2835523358808
1479762544,33.91137892,337.13978860682255
1479762545,33.91264128,337.12469097969006
1479762546,33.9120101,337.102772138358
1479762548,33.91832189,337.1106500771275
1479762549,33.92589604,337.04449622984976
1479762550,33.92652721,337.1253509894814
1479762551,33.93031429,337.10700841205835
1479762552,33.9359949,336.9456302401959
1479762553,33.94104433,337.20687586127315
1479762554,33.94356905,337.0857564994876
1479762555,33.93915079,336.9373531584206
1479762556,33.95303673,336.8790842044691
1479762558,33.94924966,336.8974255175781
1479762559,33.96124206,337.07060732092214
1479762562,33.96187324,336.9426649806992
1479762563,33.97134093,336.85387022247596
1479762564,33.975128,336.9239398082209
1479762565,33.97765272,336.9796387123788
1479762566,33.97954626,336.9864624489419
1479762567,33.98207098,337.04216254998755
1479762569,33.98775159,337.05760425781045
1479762570,33.99469456,336.9990093588858
1479762571,33.99848164,336.92173092677695
1479762572,33.99785046,336.9907373974129
1479762573,33.99911282,336.76682902027824
1479762574,34.00479344,336.9321428769472
1479762575,34.01110523,336.7337419561154
1479762576,34.01299877,336.9148788366874
1479762577,34.0212041,337.0769655846452
1479762579,34.01804821,336.88144710416236
1479762580,34.02562236,336.8742508457799
1479762581,34.03004062,336.9367852333089
1479762582,34.03256534,336.9335489212681
1479762583,34.03445888,336.94037606941856
1479762584,34.04077067,336.88933520037244
1479762585,34.04455775,336.9004759525851
1479762586,34.04708247,336.749875887901
1479762588,34.05150073,336.9303074472846
1479762589,34.05276309,336.76784524536924
1479762590,34.05465663,337.06689252715296
1479762592,34.05844371,336.989614448823
1479762593,34.06791141,336.9597853647065
1479762594,34.06854259,337.00867017151904
1479762595,34.07043613,336.8976036388631
1479762596,34.07674793,337.11183843739127
1479762597,34.07864147,337.29552219535253
1479762598,34.08179737,337.37317086354597
1479762599,34.09063389,337.0831001210463
1479762601,34.09189625,337.1859077130648
1479762602,34.08747799,336.9759781624889
1479762603,34.09883923,336.8915217022004
1479762604,34.10451985,337.0568840171545
1479762605,34.11083166,336.6226671868353
1479762606,34.11335638,336.7078623215566
1479762607,34.11777464,336.68198877499526
1479762608,34.11966818,337.0989764454862
1479762610,34.1253488,336.91062543180306
1479762611,34.1253488,337.08748783559713
1479762612,34.13229179,337.02891169853683
1479762613,34.13797241,336.6611834581563
1479762614,34.13544769,337.22448115298903
1479762615,34.14175949,336.7902443861167
1479762617,34.14428422,336.760055336199
1479762618,34.14996484,336.8050076586587
1479762619,34.15690783,336.6285235232208
1479762620,34.15564547,336.82299948437867
1479762621,34.15880137,336.72379228047066
1479762622,34.16195727,337.0372800666082
1479762623,34.17205616,336.79106442396005
1479762624,34.17016262,336.84569991419994
1479762626,34.17647443,336.97155005192326
1479762627,34.17963033,336.9018200373466
1479762628,34.18089269,336.91620571351086
1479762629,34.18783568,336.8281572214255
1479762630,34.18531096,337.0672186579468
1479762631,34.19288513,337.14850557113823
1479762632,34.19793458,336.9356984312544
1479762633,34.20487757,336.81817131477146
1479762635,34.20487757,337.17193901049905
1479762636,34.20803347,337.1316903556435
1479762637,34.20992702,336.8142423514655
1479762638,34.21434528,336.93578275951586
1479762639,34.22255064,336.80064845971356
1479762640,34.22760008,336.94412867948995
1479762641,34.23075599,336.9333613339477
1479762642,34.23328072,336.90317530865286
1479762643,34.23833016,336.77880860807636
1479762645,34.23959253,336.64578966736735
1479762646,34.24337961,337.040223840675
1479762647,34.2471667,336.5796809531603
1479762648,34.25095379,336.7677411274708
1479762649,34.25284733,336.88999863712525
1479762651,34.25852797,336.6426713304245
1479762652,34.26610214,336.81242673379893
1479762653,34.26610214,336.6355303079399
1479762654,34.26799569,336.9641721664957
1479762655,34.27304514,336.84231992968853
1479762656,34.27746341,336.66904729336966
1479762657,34.28503759,336.83629825939715
1479762658,34.28566877,336.88772006335057
1479762660,34.28945586,337.01683458491607
1479762661,34.28945586,336.8694123264286
1479762662,34.29513649,336.7105297898743
1479762663,34.30207949,336.68146044557216
1479762664,34.30460422,337.00257870412315
1479762665,34.3052354,336.58224685380264
1479762666,34.30776013,336.549546726259
1479762667,34.31470312,336.66790200744435
1479762668,34.31596549,336.682295102808
1479762670,34.31975258,336.69347435348027
1479762671,34.32858912,336.64177214127267
1479762672,34.33426976,336.59831515420956
1479762673,34.33363858,336.66483185016114
1479762674,34.33553213,336.7601379420812
1479762675,34.31091603,333.7381435839634
1479762676,34.34752458,336.69516776319506
1479762677,34.35194286,336.5808597873838
1479762679,34.35194286,336.5808597873838
1479762680,34.35068049,336.6574395553398
1479762682,34.35572995,336.592044091296
1479762683,34.36267295,336.5924726023368
1479762684,34.36582886,336.9355659154171
1479762685,34.37087832,336.6662731374454
1479762687,34.37655896,336.74328721735947
1479762688,34.37908369,336.8285427180672
1479762689,34.38034605,336.7544759991433
1479762690,34.38602669,336.7994911124915
1479762691,34.38728906,336.7549114007197
1479762692,34.39107615,336.7366133638934
1479762693,34.39360088,336.58596319460776
1479762694,34.40306862,336.84859458613937
1479762696,34.40306862,336.84859458613937
1479762697,34.41001162,336.7015894713404
1479762698,34.41064281,336.84149214342324
1479762699,34.41506108,336.7271816915163
1479762700,34.41884818,336.97429761428066
1479762701,34.42389764,336.61652087674884
1479762702,34.43020947,336.7129812799103
1479762703,34.4289471,336.7870520043725
1479762705,34.43210301,336.83528374855814
1479762706,34.43462774,336.77561364841677
1479762707,34.44157075,336.8350445339602
1479762708,34.44220194,336.6800449703005
1479762709,34.45230086,336.49280038002325
1479762710,34.45987505,336.6331623015649
1479762712,34.46429333,336.57783439997
1479762713,34.46681807,336.5746317581725
1479762715,34.47312989,336.4941555977857
1479762716,34.47439226,336.8034803039045
1479762717,34.47817936,336.755697877139
1479762718,34.48449119,336.7342083339463
1479762719,34.48701592,336.73352339529083
1479762720,34.48890947,336.7968545985641
1479762721,34.49206538,336.69763129621424
1479762722,34.49206538,336.9630724541421
1479762724,34.49837722,336.64665013578633
1479762725,34.50027076,336.6240172588077
1479762726,34.5065826,336.86797617378033
1479762727,34.51668153,336.71022862406244
1479762728,34.51541916,336.7868213956972
1479762729,34.51731271,336.9681373275016
1479762730,34.52804283,336.5373944514067
1479762731,34.52614928,337.0049665864499
1479762733,34.53119874,336.6741266508834
1479762734,34.53119874,336.7921073263278
1479762735,34.53940413,336.60051880386163
1479762736,34.54382241,336.781159438171
1479762737,34.54256004,336.64876946980075
1479762738,34.55013425,336.7301864711626
1479762739,34.55518371,336.8737939269995
1479762740,34.5520278,336.88453195398324
1479762741,34.56275792,336.92572274676786
1479762743,34.56465147,336.7530923515442
1479762744,34.56780739,337.0398417781689
1479762745,34.56970094,336.71972395610646
1479762746,34.57475041,336.8338415772523
1479762747,34.57727514,336.8306491820549
1479762748,34.58106224,336.54689564815635
1479762749,34.58989882,336.67223189450306
1479762750,34.58863645,336.86430705850216
1479762752,34.59368592,337.0054183480315
1479762753,34.59684184,336.82020721706067
1479762754,34.60378486,336.8501942283183
1479762755,34.60504723,336.9505884037935
1479762757,34.61072788,336.6441917777047
1479762758,34.62019564,336.7004897868828
1479762759,34.62082683,336.8699432469075
1479762760,34.61956446,336.67853484340594
1479762761,34.62524511,336.962124188969
1479762762,34.63155696,336.82266303549113
1479762763,34.63345051,336.8590331378218
1479762764,34.63913117,336.69761494723207
1479762766,34.64102472,336.88148754709255
1479762767,34.64607419,336.7866131595147
1479762768,34.65301722,336.72811014424224
1479762769,34.65680432,336.8278422844596
1479762770,34.65112366,337.1072682850936
1479762771,34.65996024,336.78761303742067
1479762772,34.66500972,336.93126517495693
1479762773,34.6656409,337.0712320466191
1479762775,34.67132156,336.8803086786429
1479762776,34.67700222,336.86891324399767
1479762777,34.67952696,336.6002116180025
1479762779,34.68520762,336.76582742342
1479762780,34.68773236,336.76264365398674
1479762781,34.6858388,336.7557701572514
1479762782,34.69720013,336.5829550149574
1479762783,34.69593776,336.6890618522375
1479762784,34.69909368,336.82585112579545
1479762785,34.70540553,336.7748994507274
1479762786,34.70603671,336.97388113437773
1479762787,34.71550448,336.6171713890217
1479762789,34.71234856,336.9524350234715
1479762790,34.71802922,336.9705510167405
1479762791,34.72623462,337.0419844262142
1479762792,34.72875936,336.834786388732
1479762793,34.73065292,336.95716860132234
1479762794,34.73633358,336.76875391072826
1479762795,34.74138306,337.0574493673412
1479762796,34.74453898,336.57464638603415
1479762798,34.75337557,336.81808698747045
1479762799,34.75779387,336.67426002385037
1479762800,34.75779387,336.4382192396515
1479762801,34.76158098,336.8625396192947
1479762802,34.76789283,336.60505431385536
1479762803,34.77231112,336.87431280087185
1479762804,34.77483586,337.1071942815106
1479762805,34.78241009,336.7756050436292
1479762807,34.78682838,336.86783247247513
1479762808,34.78745957,336.8012766110478
1479762809,34.79566498,336.9932793060216
1479762810,34.79377142,336.9863970511942
1479762811,34.80576394,336.77654468692344
1479762812,34.80702631,336.61140798933775
1479762813,34.81144461,336.7036399787539
1479762814,34.82154358,336.63444697937666
1479762816,34.81775646,336.8912842072896
1479762817,34.82469951,336.80329874230665
1479762818,34.8291178,336.89302497624885
1479762819,34.8291178,336.7749880800766
1479762820,34.83101136,336.5162934277323
1479762821,34.84615982,336.47278275877034
1479762822,34.84742219,336.5732223207451
1479762823,34.84868456,336.29255879491393
1479762824,34.85625879,336.69869225909497
1479762826,34.85184049,336.81301616414567
1479762828,34.86762013,336.52589527874807
1479762829,34.86762013,336.61442650283425
1479762830,34.87077606,336.7807808271318
1479762831,34.87645673,336.828440320518
1479762833,34.87961266,336.6996869656723
1479762834,34.88592452,336.8553399321172
1479762835,34.88781808,336.8006906232986
1479762836,34.88908045,336.60853919768124
1479762837,34.89034282,336.6524798111932
1479762838,34.89665468,336.63106448242615
1479762839,34.9048601,336.61653894653136
1479762840,34.91243434,336.4915071152427
1479762842,34.91117196,336.68366325245734
1479762843,34.91369671,336.7395243543724
1479762844,34.92000857,336.5435501795873
1479762845,34.9231645,336.5623581288164
1479762846,34.92379569,336.4957913243561
1479762847,34.92947636,336.3343590070508
1479762848,34.93641941,336.60053773408436
1479762849,34.90675366,336.7684768366307
1479762850,34.9465184,336.4133186743711
1479762852,34.94714958,336.4057777015478
1479762853,34.95283026,336.6010230361426
1479762854,34.95851094,336.52813074995356
1479762855,34.90675366,337.2111749951946
1479762856,34.91180315,337.1188205945
1479762858,34.96671636,336.5726492528338
1479762859,34.98060247,336.33767515296495
1479762860,34.98249603,336.63972164611914
1479762861,34.98880789,336.3821979995482
1479762863,34.99196383,336.25343728775624
1479762864,34.99385739,336.3783922454895
1479762865,34.99764451,336.5962810164783
1479762866,35.002694,336.50141612619336
1479762867,35.00584994,336.19555765605764
1479762868,35.01089943,336.36884990200633
1479762869,35.01342418,336.48375871583994
1479762870,35.01594893,336.42408117680316
1479762872,35.02794148,336.27076561826834
1479762873,35.02604792,336.5615544578541
1479762874,35.02920385,336.37375358129793
1479762875,35.03867166,336.2235965577638
1479762876,35.04372116,336.337868752591
1479762877,35.04561472,336.31524859682395
1479762878,35.05192659,336.3233771852829
1479762879,35.05445134,336.34974114899524
1479762880,35.05445134,336.4678144985519
1479762882,35.06265677,336.2762147685644
1479762883,35.06959983,336.42440212464135
1479762884,35.06959983,336.4539216242265
1479762885,35.07528052,336.3810381177682
1479762886,35.0809612,336.51730618639704
1479762888,35.08537952,336.46201590343844
1479762889,35.09232258,336.16741643928253
1479762890,35.10179039,336.4600669773354
1479762891,35.10305277,336.3859461050597
1479762892,35.10999583,336.5636763558359
1479762893,35.11252058,336.17675467533263
1479762894,35.12009483,336.31742293122807
1479762895,35.12325077,336.454343245925
1479762896,35.12198839,336.7081109984065
1479762898,35.13650571,336.1703935227415
1479762899,35.13271859,336.39527249195817
1479762900,35.14344878,336.3481347005945
1479762901,35.14786709,336.38141671417543
1479762902,35.15544135,336.3154447773486
1479762903,35.15985966,336.4938320664223
1479762904,35.16175323,336.5007389470484
1479762905,35.16743392,336.22119939089316
1479762907,35.17185224,336.40210186650074
1479762908,35.17627055,336.2582462644059
1479762909,35.17879531,336.25510137067613
1479762910,35.18258243,336.41402510306943
1479762911,35.18826313,336.4322373851319
1479762912,35.19583739,336.27769816320506
1479762913,35.2002557,336.3380012607813
1479762914,35.19836214,336.2450299732445
1479762916,35.05003303,337.7334366705909
1479762919,35.22360967,336.30972886986274
1479762920,35.23055275,336.1922544621193
1479762921,35.22929037,336.53463581902906
1479762922,35.23812701,336.4215609191888
1479762923,35.23938939,336.3474308577206
1479762924,35.24885721,336.43350913124596
1479762925,35.25075078,336.26325830631686
1479762927,35.25769386,336.32294954582176
1479762928,35.25958742,336.6816893309515
1479762929,35.26400574,336.65593975736556
1479762930,35.26211218,336.35625384999
1479762931,35.27347357,336.56737375980447
1479762932,35.28294141,336.59441380918724
1479762933,35.28231022,336.4543045255705
1479762934,35.28672854,336.6943227792435
1479762936,35.29745875,336.2633452104128
1479762937,35.3006147,336.3412623395052
1479762938,35.30377064,336.56683166884613
1479762939,35.31071372,336.44936208777654
1479762940,35.30882016,336.71073372215324
1479762941,35.3119761,336.6705333257123
1479762942,35.3176568,336.6001823622064
1479762943,35.3233375,336.497787582266
1479762945,35.32459988,336.74849740378704
1479762946,35.33343653,336.5173079073138
1479762948,35.34037961,336.57703072780714
1479762949,35.34921626,336.61414599099953
1479762951,35.35047864,336.8058018832162
1479762952,35.35994648,336.5670734586165
1479762953,35.35868411,336.6707475828589
1479762954,35.37193908,336.35726401166175
1479762955,35.3713079,336.57153409375314
1479762956,35.37635741,336.8926695943228
1479762957,35.3769886,336.64634466948337
1479762958,35.38393169,336.55841291383695
1479762960,35.39718667,336.42213397874
1479762961,35.39655548,336.78408937172935
1479762962,35.40476095,336.68108614053926
1479762963,35.40917927,336.8621024922177
1479762964,35.41612236,336.3902096197562
1479762965,35.41233522,336.76283468012116
1479762966,35.42054069,336.5121529064927
1479762967,35.4262214,336.6165148534783
1479762969,35.43632044,336.3702472653749
1479762970,35.43758282,336.4733188216269
1479762971,35.44073877,336.72849219524505
1479762972,35.44389472,336.6882977531495
1479762973,35.44578829,336.72476375663973
1479762974,35.44705067,336.67764081397036
1479762975,35.45841209,336.82982828059903
1479762976,35.45904328,336.76321587192797
1479762978,35.46724876,336.89652802728233
1479762979,35.46977352,336.6866387634291
1479762980,35.47861018,336.51702997947723
1479762981,35.48302851,336.6685361740165
1479762983,35.48807804,336.57368352857884
