time,altitude,sound_time
1479754213,660.5842507,1130
1479754215,686.0403537,1130
1479754216,692.7616353,1130
1479754217,698.5554238,1130
1479754218,703.8572509,1130
1479754220,709.8961453,1130
1479754221,717.0816579,1130
1479754222,729.514149,1130
1479754223,735.6212235,1130
1479754225,741.9091648,1130
1479754226,741.9091648,1130
1479754227,754.0239784,1130
1479754228,760.1104921,1130
1479754230,767.5603647,1130
1479754231,774.0129191,1130
1479754232,780.536966,1130
1479754233,792.5825774,1130
1479754234,792.5825774,1130
1479754236,799.5621506,1130
1479754237,806.193184,1130
1479754238,818.5791724,1130
1479754239,824.607083,1130
1479754241,831.0491397,1130
1479754243,831.0491397,1130
1479754243,831.0491397,1130
1479754244,851.9809724,1130
1479754245,858.1975754,1130
1479754247,864.9833262,1130
1479754248,871.4497557,1130
1479754249,885.1916346,1130
1479754250,885.1916346,1130
1479754252,891.3216004,1130
1479754253,898.2506334,1130
1479754254,910.8472267,1130
1479754255,917.6658236,1130
1479754257,923.3299966,1130
1479754258,929.6366566,1130
1479754259,935.7580924,1130
1479754260,942.1953199,1130
1479754262,949.6325982,1130
1479754263,956.4822736,1130
1479754264,968.9266931,1130
1479754265,975.2530191,1130
1479754267,975.2530191,1130
1479754268,981.0039035,1130
1479754269,986.7913663,1130
1479754270,1000.3353,1130
1479754271,1006.766138,1130
1479754273,1013.502616,1130
1479754274,1019.802039,1130
1479754275,1025.852888,1130
1479754276,1033.174809,1130
1479754277,1040.244243,1130
1479754279,1046.172817,1130
1479754280,1052.717471,1130
1479754281,1066.28281,1130
1479754282,1071.942881,1130
1479754284,1071.942881,1130
1479754285,1079.039377,1130
1479754286,1092.843684,1130
1479754287,1099.651526,1130
1479754289,1105.787565,1130
1479754290,1110.960859,1130
1479754291,1116.056084,1130
1479754292,1121.220489,1130
1479754293,1126.634653,1130
1479754295,1132.962738,1130
1479754296,1138.539733,1130
1479754297,1151.133761,1130
1479754298,1156.980161,1130
1479754299,1164.204701,1130
1479754301,1170.595374,1130
1479754302,1170.595374,1130
1479754303,1183.835872,1130
1479754304,1190.167531,1130
1479754306,1197.373808,1130
1479754307,1204.518838,1130
1479754308,1219.237514,1130
1479754309,1224.71792,1130
1479754310,1230.996975,1130
1479754312,1230.996975,1130
1479754313,1237.810839,1130
1479754314,1251.659046,1130
1479754315,1258.536515,1130
1479754317,1264.424487,1130
1479754318,1270.56908,1130
1479754319,1280.869518,1130
1479754320,1280.869518,1130
1479754321,1285.591152,1130
1479754323,1292.858257,1130
1479754324,1299.513229,1130
1479754325,1312.11274,1130
1479754326,1319.21622,1130
1479754327,1325.281249,1130
