time,altitude,blue_voltage,red_voltage,white_voltage
1479753175,8.729594142,346,0,0
1479753176,9.172944001,346,0,0
1479753178,9.061368972,346,0,0
1479753179,9.085698263,346,0,0
1479753180,9.518265525,346,0,0
1479753181,9.21276512,346,0,0
1479753183,9.129271015,346,0,0
1479753184,9.129271015,346,0,0
1479753185,9.228890381,346,0,0
1479753186,8.789189938,346,0,0
1479753187,8.92652503,346,0,0
1479753189,9.026717756,346,0,0
1479753190,9.270796168,346,0,0
1479753191,9.189077539,346,0,0
1479753192,9.238637255,346,0,0
1479753194,9.238637255,346,0,0
1479753195,8.959441698,346,0,0
1479753196,8.966070067,346,0,0
1479753197,9.074025532,345,0,0
1479753198,9.229824213,346,0,0
1479753200,8.849828261,346,0,0
1479753201,9.162363415,346,0,8
1479753202,9.036514467,345,0,3
1479753203,9.101014573,346,0,6
1479753204,8.735371951,346,0,7
1479753206,9.051046966,346,0,6
1479753207,9.199699841,345,0,6
1479753208,9.181348446,345,0,0
1479753209,8.908607667,345,0,1
1479753211,9.173102418,345,0,0
1479753212,9.173102418,345,0,0
1479753213,9.10282385,345,0,8
1479753214,9.163022096,345,0,3
1479753216,9.279575893,345,0,3
1479753217,9.3678238,345,0,2
1479753218,9.421845162,345,0,4
1479753219,9.192045779,345,0,2
1479753220,9.121541966,345,0,1
1479753222,9.121541966,345,0,1
1479753223,9.186642916,345,0,1
1479753224,9.199007807,345,0,0
1479753225,9.254070519,344,0,0
1479753227,9.284678643,344,0,0
1479753228,9.3276519,345,0,1
1479753229,9.184066551,344,0,0
1479753230,9.132589421,345,0,0
1479753231,9.113029179,345,0,0
1479753233,9.14006001,345,0,0
1479753234,9.156793813,345,0,0
1479753235,8.920046761,345,0,0
1479753236,9.179230658,345,0,0
1479753237,9.375102785,344,0,0
1479753239,9.381814798,344,0,0
1479753240,9.381814798,344,0,0
1479753241,8.894909118,344,0,0
1479753242,9.371842667,344,0,0
1479753244,9.203009932,344,0,0
1479753245,9.048620713,344,0,0
1479753246,9.275390306,344,0,3
1479753247,9.137767139,344,0,9
1479753248,9.137767139,344,0,8
1479753250,9.214215892,344,0,4
1479753251,9.278900529,344,0,1
1479753252,9.138484182,344,0,2
1479753253,9.267019137,344,0,0
1479753255,9.113129232,344,0,2
1479753256,9.125752504,345,0,3
1479753257,9.309542077,345,0,3
1479753258,9.091334529,345,0,3
1479753259,9.085456471,345,0,3
1479753261,8.91356016,345,0,1
1479753262,9.145279419,345,0,4
1479753263,9.413207062,344,0,3
1479753264,9.022190428,344,0,2
1479753266,9.300003583,344,0,3
1479753267,8.893550102,344,0,3
1479753268,8.893550102,345,0,3
1479753269,9.295059245,345,0,2
1479753270,9.02305754,345,0,2
1479753272,8.947977548,344,0,3
1479753273,9.090167255,344,0,3
1479753274,9.146296621,344,0,3
1479753275,9.365439163,344,0,4
1479753277,9.365439163,344,0,4
1479753278,9.191203666,345,0,7
1479753279,9.662047252,344,0,4
1479753280,9.360561496,344,0,3
1479753281,9.439388199,344,0,1
1479753283,9.408054221,344,0,3
1479753284,9.524560729,344,0,3
1479753285,9.587496296,344,0,2
1479753286,9.587496296,344,0,2
1479753288,9.362495887,344,0,3
1479753289,9.459791188,344,0,2
1479753290,9.295150961,344,0,4
1479753291,9.511536749,344,0,4
1479753292,9.352273638,344,0,2
1479753294,9.380797573,344,0,3
1479753295,9.321857087,344,0,2
1479753296,9.207545676,344,0,2
1479753297,9.530855936,344,0,1
1479753299,9.55847985,344,0,3
1479753300,9.402242688,344,0,2
1479753301,9.403251577,344,0,3
1479753302,9.292874732,344,0,3
1479753303,10.88893353,344,0,2
1479753305,10.88893353,344,0,2
1479753306,9.510752976,344,0,3
1479753307,9.240680014,344,0,2
1479753308,9.22524677,344,0,2
1479753310,9.451319815,344,0,1
1479753311,9.468671128,344,0,2
1479753312,9.378212823,344,0,1
1479753313,9.378212823,344,0,2
1479753314,9.404985865,344,0,2
1479753316,9.345828457,344,0,4
1479753317,9.380755884,344,0,4
1479753318,9.591006624,344,0,4
1479753319,9.229865902,343,0,4
1479753321,9.556720522,344,0,8
1479753322,9.455997413,344,0,13
1479753323,9.189794586,344,0,10
1479753324,9.5389605,344,0,7
1479753326,9.566617788,344,0,5
1479753327,9.407378849,344,0,4
1479753328,9.442331496,343,0,4
1479753329,9.53088095,344,0,3
1479753331,9.486947987,344,0,0
1479753332,9.629303466,344,0,2
1479753333,9.440738947,344,0,3
1479753334,9.44032205,344,0,5
1479753335,9.114554977,344,0,5
1479753337,9.366881618,343,0,3
1479753338,9.450719482,343,0,3
1479753339,9.564199752,343,0,3
1479753340,9.614211508,343,0,3
1479753342,9.614211508,343,0,2
1479753343,9.211906329,343,0,1
1479753344,9.457715034,343,0,2
1479753345,9.569661178,343,0,2
1479753347,9.565900715,343,0,2
1479753348,13.62948381,343,0,1
1479753349,9.394813602,342,0,2
1479753350,9.394813602,343,0,1
1479753352,9.611018019,343,0,2
1479753353,9.656135519,343,0,0
1479753354,9.566976324,342,0,0
1479753355,9.584010983,343,0,0
1479753356,9.802645751,343,0,0
1479753358,9.60761608,343,0,0
1479753359,9.542962756,342,0,0
1479753360,9.480686158,343,0,0
1479753361,9.377654183,343,0,0
1479753363,9.834114326,343,0,0
1479753364,9.634139567,343,0,0
1479753365,9.726292743,343,0,0
1479753366,9.796808983,343,0,1
1479753368,9.811500969,343,0,0
1479753369,9.275665454,344,0,1
1479753370,9.570970253,343,0,1
1479753371,9.439855124,343,0,2
1479753373,9.553927277,343,0,1
1479753374,9.461200305,343,0,0
1479753375,9.528121064,344,0,0
1479753376,9.747254952,343,0,3
1479753377,9.31236027,344,0,2
1479753379,9.31236027,343,0,0
1479753380,9.512804127,342,0,0
1479753381,9.57807428,343,0,0
1479753382,9.510552864,343,0,0
1479753384,9.616963079,343,0,1
1479753385,9.503523925,342,0,0
1479753386,9.737115708,342,0,0
1479753387,9.57021149,342,0,0
1479753389,9.57021149,342,0,0
1479753390,9.466895139,342,0,0
1479753391,9.661805446,342,0,0
1479753392,9.640426502,342,0,0
1479753394,9.433059695,342,0,0
1479753395,9.580000373,343,0,1
1479753396,9.661105043,343,0,2
1479753397,9.583519037,343,0,2
1479753398,9.874421591,342,0,0
1479753400,9.579350004,342,0,0
1479753401,9.680874767,342,0,1
1479753402,9.556570438,342,0,0
1479753403,9.712234578,342,0,0
1479753405,9.893291181,342,0,0
1479753406,9.40914649,342,0,0
1479753407,9.684977135,341,0,0
1479753408,9.699777359,342,0,0
1479753410,9.843653309,343,0,0
1479753411,9.825058971,342,0,0
1479753412,9.414357696,342,0,0
1479753413,9.518515666,342,0,0
1479753415,9.568860725,342,0,0
1479753416,9.568860725,342,0,0
1479753417,9.388693573,342,0,0
1479753418,9.504832991,342,0,0
1479753419,9.46027479,342,0,0
1479753421,9.480110837,342,0,0
1479753422,9.681233307,342,0,0
1479753423,9.746196001,342,0,1
1479753424,9.507384421,342,0,0
1479753426,9.507384421,341,0,0
1479753427,9.601612659,342,0,0
1479753428,9.620498431,342,0,0
1479753429,9.509335515,342,0,0
1479753431,9.490533323,342,0,0
1479753432,9.645504414,342,0,0
1479753433,9.242556018,342,0,0
1479753434,9.242556018,343,0,2
1479753436,9.643511605,343,0,2
1479753437,9.619731327,342,0,2
1479753438,9.534824837,343,0,1
1479753439,9.847588976,343,0,2
1479753440,9.675479988,343,0,2
1479753442,9.784676854,343,0,2
1479753443,9.339083116,343,0,2
1479753444,9.612068619,343,0,2
1479753445,9.828686115,342,0,2
1479753447,9.728260554,343,0,2
1479753448,9.824658735,342,0,0
1479753449,9.697834568,342,0,0
1479753450,9.587037702,342,0,0
1479753452,9.686386282,342,0,0
1479753453,9.644820689,342,0,0
1479753454,9.836065481,342,0,0
1479753455,9.530997682,342,0,0
1479753457,9.645312638,342,0,0
1479753458,9.649323273,342,0,0
1479753459,9.643628338,342,0,0
1479753460,9.829236441,342,0,0
1479753461,9.866892109,342,0,0
1479753463,9.866892109,342,0,0
1479753464,9.382807009,343,0,0
1479753465,9.514413363,342,0,0
1479753466,9.675154801,343,0,0
1479753468,9.587104406,342,0,0
1479753469,9.443407093,342,0,1
1479753470,9.552192964,342,0,1
1479753471,9.552192964,342,0,0
1479753473,9.769459598,342,0,0
1479753474,9.732713145,342,0,0
1479753475,9.688087265,343,0,1
1479753476,9.66687503,343,0,1
1479753477,9.817421128,342,0,0
1479753479,9.699210364,342,0,0
1479753480,9.539735937,342,0,0
1479753481,9.675263196,342,0,0
1479753482,9.633630943,342,0,0
1479753484,9.870969535,342,0,0
1479753485,9.65831177,342,0,0
1479753486,9.605281416,342,0,0
1479753487,9.451411533,342,0,0
1479753489,9.504299359,342,0,0
1479753490,9.345044696,342,0,0
1479753491,9.45212026,342,0,0
1479753492,9.510586216,342,0,0
1479753494,9.625217795,342,0,0
1479753495,9.39673966,342,0,0
1479753496,9.762347102,342,0,0
1479753497,9.492951341,342,0,0
1479753498,9.428623908,342,0,0
1479753500,9.428623908,342,0,0
1479753501,9.243564891,342,0,0
1479753502,9.445083022,342,0,0
1479753503,9.695408164,342,0,0
1479753505,9.715586523,342,0,0
1479753506,9.556370325,342,0,0
1479753507,9.637608221,342,0,0
1479753508,9.637608221,342,0,1
1479753510,9.67569678,342,0,1
1479753511,9.823966659,342,0,1
1479753512,9.554069024,342,0,1
1479753513,9.802137118,342,0,0
1479753515,9.553243558,342,0,0
1479753516,9.596443049,342,0,0
1479753517,9.449485464,342,0,0
1479753518,9.449485464,342,0,0
1479753519,9.4593326,342,0,0
1479753521,9.469313152,342,0,0
1479753522,9.384449576,342,0,0
1479753523,9.621999289,342,0,0
1479753524,9.3579434,342,0,0
1479753526,9.132330953,342,0,0
1479753527,9.262616772,342,0,0
1479753528,9.526103262,342,0,0
1479753529,9.533490752,342,0,1
1479753531,9.499938584,342,0,0
1479753532,9.476592208,342,0,1
1479753533,9.409396628,342,0,1
1479753534,9.398857492,342,0,1
1479753536,9.821381799,342,0,1
1479753537,9.821381799,342,0,1
1479753538,9.393321115,342,0,0
1479753539,9.569544445,342,0,0
1479753540,9.592307364,342,0,0
1479753542,9.515288854,341,0,0
1479753543,9.299811813,342,0,0
1479753544,9.545272392,342,0,0
1479753545,9.545272392,341,0,1
1479753547,11.53598523,342,0,0
1479753548,9.665315799,341,0,0
1479753549,9.644487164,341,0,0
1479753550,9.698101389,341,0,0
1479753552,9.487731758,341,0,0
1479753553,9.723349365,341,0,0
1479753554,9.507767969,341,0,0
1479753555,9.507767969,341,0,0
1479753557,9.633130656,341,0,0
1479753558,9.963683474,341,0,0
1479753559,9.568760668,341,0,0
1479753560,9.717170776,341,0,0
1479753561,9.868284604,341,0,0
1479753563,9.722073624,340,0,0
1479753564,9.760412638,341,0,0
1479753565,9.573163162,340,0,0
1479753566,10.02927331,341,0,0
1479753568,9.883068411,341,0,0
1479753569,9.875305451,341,0,0
1479753570,9.685377366,340,0,0
1479753571,9.857061265,340,0,0
1479753573,9.800602882,341,0,0
1479753574,9.800602882,340,0,0
1479753575,9.974815206,341,0,0
1479753576,9.767033178,341,0,0
1479753578,9.895192317,341,0,0
1479753579,9.956695922,341,0,0
1479753580,9.761780104,340,0,0
1479753581,10.06170983,340,0,0
1479753582,9.846288204,340,0,0
1479753584,9.846288204,340,0,0
1479753585,9.748830872,339,0,0
1479753586,9.830845726,340,0,0
1479753587,9.766724664,340,0,0
1479753589,9.856460908,340,0,0
1479753590,9.669268075,340,0,0
1479753591,9.68977991,340,0,0
1479753592,9.68977991,340,0,0
1479753594,9.679523987,339,0,0
1479753595,9.8154533,340,0,0
1479753596,9.67955734,340,0,0
1479753597,9.638550427,340,0,0
1479753598,9.52060017,340,0,0
1479753600,9.679657398,340,0,0
1479753601,9.666858354,341,0,0
1479753602,9.551459217,341,0,0
1479753603,9.620706884,341,0,0
1479753605,9.751565802,341,0,0
1479753606,9.346395432,341,0,0
1479753607,9.620815279,341,0,0
1479753608,9.641402062,341,0,0
1479753610,9.461900694,341,0,0
1479753611,9.461900694,341,0,0
1479753612,9.42347106,341,0,0
1479753613,9.367065052,341,0,0
1479753615,9.400425021,340,0,0
1479753616,9.641552148,341,0,0
1479753617,9.574889141,340,0,0
1479753618,9.595409128,341,0,0
1479753619,9.508193208,340,0,0
1479753621,9.508193208,340,0,0
1479753622,9.656986008,340,0,0
1479753623,9.251744272,340,0,0
1479753624,9.405677912,340,0,0
1479753626,9.72374126,340,0,0
1479753627,9.68783712,340,0,0
1479753628,9.662222352,339,0,0
1479753629,9.662222352,340,0,0
1479753631,9.444182522,340,0,0
1479753632,9.441639446,340,0,0
1479753633,9.577573996,339,0,0
1479753634,9.944421854,340,0,0
1479753636,9.613511109,340,0,0
1479753637,9.641818967,340,0,0
1479753638,9.593074466,339,0,0
1479753639,9.441864571,340,0,0
1479753640,9.567651707,339,0,0
1479753642,9.390728023,340,0,0
1479753643,9.506183748,340,0,0
1479753644,9.437095262,340,0,0
1479753645,9.511536749,340,0,0
1479753647,9.53214833,340,0,0
1479753648,9.53214833,340,0,0
1479753649,9.506642338,340,0,0
1479753650,9.719663891,340,0,0
1479753652,9.360678227,340,0,0
1479753653,9.660754842,340,0,0
1479753654,9.401842468,340,0,0
1479753655,9.653383938,340,0,0
1479753657,9.620164908,340,0,0
1479753658,9.620164908,340,0,0
1479753659,9.366314642,340,0,0
1479753660,9.420361009,340,0,0
1479753661,9.597510323,340,0,0
1479753663,9.274306389,340,0,0
1479753664,9.623416766,340,0,0
1479753665,9.261908058,340,0,0
1479753666,9.261908058,339,0,0
1479753668,9.57252947,340,0,0
1479753669,9.429090833,340,0,0
1479753670,9.370341845,340,0,0
1479753671,9.355033477,340,0,0
1479753673,9.232008713,340,0,0
1479753674,9.542595882,340,0,0
1479753675,9.419577243,340,0,0
1479753676,9.35817686,340,0,0
1479753678,9.022165415,339,0,1
1479753679,9.445775072,339,0,1
1479753680,9.207303881,339,0,0
1479753681,9.756943943,339,0,0
1479753682,9.513312745,339,0,0
1479753684,9.500714018,339,0,0
1479753685,9.482854034,339,0,0
1479753686,9.750098279,339,0,0
1479753687,9.650157085,339,0,0
1479753689,9.311601526,339,0,2
1479753690,9.532598583,342,1,29
1479753691,9.918164404,342,2,34
1479753692,10.06955631,342,2,34
1479753694,9.887771218,341,0,30
1479753695,9.887771218,342,0,31
1479753696,10.16033748,341,0,28
1479753697,9.695950144,341,0,28
1479753698,9.63995123,341,0,26
1479753700,9.894125012,342,0,33
1479753701,9.89423341,342,1,35
1479753702,9.766516208,342,0,32
1479753703,9.766516208,341,1,31
1479753705,9.771577505,342,1,32
1479753706,9.658611943,342,1,36
1479753707,9.777514318,341,1,33
1479753708,9.826860036,341,1,32
1479753710,9.932397952,350,23,138
1479753711,9.634881659,402,109,509
1479753712,9.460474901,386,109,28
1479753713,9.784301634,383,20,10
1479753715,9.777197466,382,17,7
1479753716,9.667225232,354,16,7
1479753717,9.480335963,382,15,8
1479753718,9.686161152,381,11,7
1479753719,9.437453794,382,11,5
1479753721,9.861480557,381,11,5
1479753722,9.430533297,381,10,5
1479753723,9.502681786,381,10,6
1479753724,9.502681786,380,9,7
1479753726,9.649931955,380,9,6
1479753727,9.896968378,377,45,6
1479753728,9.81040032,372,15,5
1479753729,9.626043267,338,0,3
1479753731,9.626043267,337,0,3
1479753732,9.796041865,337,0,3
1479753733,9.457998525,338,0,3
1479753734,9.384199439,337,0,2
1479753736,9.543988334,337,0,2
1479753737,9.567534974,337,0,1
1479753738,9.416500545,337,0,1
1479753739,9.596893306,337,0,3
1479753740,9.530639147,340,0,20
1479753742,9.67511311,404,117,521
1479753743,10.05859959,357,60,185
1479753744,9.712759883,343,1,43
1479753745,9.720997999,341,0,35
1479753747,9.623491809,341,0,31
1479753748,9.516114317,343,1,43
1479753749,9.457956835,341,0,26
1479753750,9.731128889,341,0,31
1479753752,9.677831344,339,0,13
1479753753,9.790705395,338,0,10
1479753754,9.853542508,340,0,26
1479753755,9.921224574,342,0,33
1479753757,9.544288503,340,0,24
1479753758,9.880250064,340,0,23
1479753759,9.880250064,340,0,23
1479753760,9.975298832,340,0,23
1479753761,9.716061799,341,0,24
1479753763,9.837224501,340,0,23
1479753764,9.673136971,340,0,24
1479753765,9.799127013,340,0,23
1479753766,9.82698511,340,0,23
1479753768,9.917013714,341,0,24
1479753769,9.677956416,340,0,24
1479753770,9.685635849,341,0,24
1479753771,9.842552657,340,0,24
1479753773,9.801786912,341,0,24
1479753774,9.801786912,340,0,24
1479753775,9.717179114,340,0,23
1479753776,9.846038056,340,0,23
1479753777,9.794724424,340,0,23
1479753779,9.822790965,340,0,24
1479753780,9.709916567,340,0,23
1479753781,9.799327131,340,0,24
1479753782,9.799327131,340,0,25
1479753784,9.830470504,340,0,24
1479753785,9.813377075,340,0,24
1479753786,9.926252592,340,0,24
1479753787,9.690897222,340,0,24
1479753789,9.791280733,340,0,24
1479753790,9.791280733,340,0,24
1479753791,9.72726831,340,0,24
1479753792,9.613969704,340,0,24
1479753794,9.714152358,340,0,11
1479753795,10.31430955,339,0,14
1479753796,9.860680081,338,0,6
1479753797,9.860680081,340,0,21
1479753798,9.534299541,339,0,18
1479753800,9.763381041,340,2,30
1479753801,9.697701157,391,109,406
1479753802,9.570478307,345,1,25
1479753803,9.58419442,341,2,36
1479753805,9.71045021,340,1,33
1479753806,9.423362667,342,2,34
1479753807,9.628994956,343,3,39
1479753808,9.696608859,339,0,23
1479753810,9.514721869,341,3,38
1479753811,9.803596311,346,8,57
1479753812,9.676205406,341,2,37
1479753813,9.697292588,341,0,29
1479753815,9.901871311,339,0,19
1479753816,9.901871311,342,3,46
1479753817,9.74597087,351,22,86
1479753818,9.964817493,341,0,34
1479753819,9.473473803,340,0,28
1479753821,9.718579928,340,0,29
1479753822,9.693240243,340,0,29
1479753823,9.665741044,341,0,32
1479753824,9.665741044,341,0,33
1479753826,9.784801927,341,0,32
1479753827,9.672178085,340,0,28
1479753828,9.630812663,340,0,29
1479753829,9.854843281,341,0,33
1479753831,9.644970775,340,0,27
1479753832,9.720714501,339,0,24
1479753833,9.558037934,340,0,25
1479753834,9.558037934,339,0,26
1479753836,9.561298111,340,0,29
1479753837,9.446417095,364,64,276
1479753838,9.905965427,340,0,31
1479753839,9.747738568,341,0,33
1479753840,9.718062961,340,0,32
1479753842,9.803546281,342,0,37
1479753843,9.809849995,341,0,36
1479753844,9.677239336,341,0,37
1479753845,9.677239336,341,0,36
1479753847,9.677239336,341,0,34
1479753848,9.880641964,340,0,26
1479753849,9.91158546,341,0,28
1479753850,9.876706285,341,1,39
1479753852,10.01917548,406,109,540
1479753853,9.740134134,403,116,528
1479753854,10.09485522,378,104,381
1479753855,10.27079855,353,47,118
1479753857,10.27079855,342,4,46
1479753858,10.13569716,342,3,50
1479753859,10.18903873,342,1,42
1479753860,9.973631156,341,1,39
1479753861,10.12625797,341,0,39
1479753863,9.944788742,341,0,39
1479753864,10.13375428,341,0,38
1479753867,10.06486176,342,0,44
1479753867,10.06486176,342,0,42
1479753868,10.06486176,342,0,42
1479753869,9.909025593,342,0,42
1479753870,9.814102503,342,0,43
1479753871,9.814102503,342,1,45
1479753873,9.896668199,342,1,44
1479753874,9.789588071,342,0,43
1479753875,9.838500256,342,0,43
1479753876,9.942629108,342,0,43
1479753878,9.666024541,342,0,43
1479753879,9.576865261,341,1,40
1479753880,9.645020804,341,1,41
1479753881,9.759403715,341,1,40
1479753882,9.43877119,341,1,39
1479753884,9.817721305,341,1,43
1479753885,9.756527033,342,1,44
1479753886,9.845746216,341,1,43
1479753887,9.625801463,341,0,41
1479753889,9.509110388,342,0,41
1479753890,10.0427232,341,1,40
1479753891,9.835381743,341,0,40
1479753892,9.620365022,341,0,39
1479753894,9.852666989,341,0,38
1479753895,9.62998719,341,0,39
1479753899,9.62998719,341,1,39
1479753899,9.62998719,341,1,39
1479753899,9.62998719,341,1,39
1479753900,9.62998719,341,0,40
1479753901,9.50550837,341,1,41
1479753902,9.625959886,341,1,42
1479753903,9.528796444,342,1,42
1479753905,9.764448332,341,1,43
1479753906,9.572462765,342,0,42
1479753907,9.677105926,341,0,40
1479753908,9.799352146,341,0,42
1479753910,9.628461317,341,1,41
1479753911,9.628461317,341,1,41
1479753912,9.861930825,341,1,42
1479753913,9.972922394,342,1,42
1479753915,9.814194224,341,0,39
1479753916,10.22220121,341,1,38
1479753917,9.744520024,341,1,41
1479753918,10.09140309,341,1,41
1479753920,9.797175865,341,1,42
1479753921,9.797175865,340,0,36
1479753922,9.930822005,340,1,37
1479753923,9.638508737,341,0,35
1479753924,9.857561562,341,0,37
1479753926,9.778531581,340,0,34
1479753929,9.60169604,340,0,33
1479753930,9.60169604,340,0,31
1479753930,9.60169604,340,1,32
1479753931,9.60169604,340,2,33
1479753932,9.822415743,340,0,32
1479753933,9.834364474,340,1,34
1479753934,9.88475275,341,0,36
1479753936,9.721439922,341,0,37
1479753937,9.656627468,341,0,38
1479753938,9.834364474,341,1,40
1479753939,9.834364474,340,0,37
1479753941,9.746721308,340,0,35
1479753942,9.899102988,340,0,33
1479753943,9.875864117,339,0,29
1479753944,9.616312708,340,0,32
1479753945,9.660929942,340,0,33
1479753947,9.672319833,340,0,35
1479753948,9.45297907,341,0,41
1479753949,9.727201605,341,0,41
1479753950,9.728143819,341,1,39
1479753952,9.829478251,341,0,37
1479753953,9.671736163,340,1,39
1479753954,9.622057656,341,1,40
1479753955,9.86615,341,1,42
1479753957,9.712326298,341,1,42
1479753959,9.712326298,341,0,38
1479753959,9.712326298,341,1,40
1479753960,9.723149249,340,0,38
1479753962,9.524060447,340,0,35
1479753963,9.845612804,340,0,35
1479753964,9.658570252,340,0,33
1479753965,9.639367562,341,0,39
1479753966,9.900195308,341,0,38
1479753968,9.716211886,340,0,36
1479753969,9.539644218,340,1,36
1479753970,9.775654895,340,0,39
1479753971,9.812184705,340,0,32
1479753973,9.812184705,338,0,23
1479753974,9.998704693,338,0,27
1479753975,9.837733135,339,0,32
1479753976,10.11269957,338,0,25
1479753978,10.29493054,338,0,30
1479753979,9.914703996,339,1,32
1479753980,9.997770792,337,0,24
1479753981,10.07192443,340,2,39
1479753983,9.805163901,339,1,37
1479753984,10.11904517,338,0,28
1479753985,9.78356787,340,0,34
1479753986,9.87643946,341,0,39
1479753988,10.09679808,341,1,40
1479753989,9.98775638,341,1,43
1479753990,9.98775638,341,5,44
1479753991,9.707556866,367,89,305
1479753992,9.950016893,394,111,491
1479753994,9.817454481,403,120,530
1479753995,9.739633842,402,118,528
1479753996,9.614386608,388,121,449
1479753997,9.785735809,363,90,199
1479753999,9.785735809,364,91,204
1479754000,9.679007022,364,91,203
1479754001,9.58700435,364,91,203
1479754002,9.67126089,364,91,203
1479754004,9.567101395,364,91,203
1479754005,9.364755456,364,90,203
1479754006,9.396806364,364,91,203
1479754007,9.396806364,364,90,202
1479754009,9.62015657,364,91,202
1479754010,9.562557156,363,91,200
1479754011,9.646004701,339,2,21
1479754012,9.461575513,338,8,39
1479754013,9.532556893,355,86,184
1479754015,9.743477749,342,79,184
1479754016,9.683067699,362,88,196
1479754017,9.766833061,339,1,41
1479754018,10.38405426,338,0,26
1479754020,10.73355203,336,0,10
1479754021,10.61984222,336,0,4
1479754022,10.95677242,368,4,26
1479754023,10.99391513,339,3,28
1479754024,10.99391513,343,8,52
1479754026,10.77973344,340,4,34
1479754027,10.8115969,339,3,23
1479754028,10.73644565,336,2,25
1479754029,10.73225948,336,0,27
1479754031,10.64637662,336,4,37
1479754032,10.81095479,337,13,253
1479754033,10.79015722,336,0,26
1479754034,10.92923653,336,3,28
1479754036,10.70075484,338,62,261
1479754037,10.82260445,354,67,135
1479754038,10.68601157,360,81,203
1479754039,10.89022609,355,66,155
1479754041,10.9380927,358,74,185
1479754042,10.95820675,354,94,259
1479754043,10.95820675,336,6,36
1479754044,11.06134608,336,4,29
1479754045,10.77734848,357,74,153
1479754047,10.80292429,354,72,126
1479754048,10.66985904,362,87,205
1479754049,10.8113634,364,94,228
1479754050,10.53280953,337,1,15
1479754052,10.99219725,337,2,13
1479754053,10.99219725,337,5,30
1479754054,10.29584779,336,0,17
1479754055,10.06934785,336,0,18
1479754057,10.13327065,336,0,20
1479754058,9.877698543,336,0,20
1479754059,9.899795069,336,0,17
1479754060,10.26858882,336,0,14
1479754061,10.07529317,335,0,12
1479754063,10.17787342,336,0,13
1479754064,9.978467417,336,0,6
1479754065,10.0701817,337,0,10
1479754066,10.16445671,337,0,10
1479754068,10.17589719,337,0,10
1479754069,10.17589719,337,0,12
1479754070,9.905740293,337,0,3
1479754071,10.13041054,337,0,2
1479754073,10.27679402,336,0,1
1479754074,9.89993682,336,0,0
1479754075,9.907399619,336,0,1
1479754076,9.967060515,336,0,0
1479754078,9.894475222,336,0,0
1479754079,9.894475222,336,0,2
1479754080,9.932264538,337,0,10
1479754081,10.05100327,336,0,13
1479754082,10.08193893,337,0,9
1479754084,10.21019366,337,0,10
1479754085,10.07677742,337,0,15
1479754086,10.65695871,338,1,19
1479754087,10.65695871,343,42,496
1479754089,11.69869266,352,49,118
1479754090,15.61190777,343,4,67
1479754091,27.64718543,343,4,68
1479754092,34.35827629,343,4,67
1479754094,38.77465852,416,86,606
1479754095,38.77465852,342,4,65
1479754096,49.7113456,343,4,69
1479754097,56.48394458,343,5,68
1479754099,62.26550418,351,30,123
1479754100,69.67569377,351,38,104
1479754101,75.53318667,392,79,507
1479754102,81.37895609,426,96,627
1479754103,88.11991243,341,6,58
1479754105,92.21027684,343,4,67
1479754106,97.74315185,344,7,67
1479754107,107.0347033,407,80,575
1479754108,113.5719861,393,126,475
1479754110,113.5719861,343,7,67
1479754111,120.1526638,343,5,65
1479754112,135.4334103,343,5,67
1479754113,140.4674377,343,4,67
1479754119,140.4674377,343,4,67
1479754120,140.4674377,391,132,457
1479754120,140.4674377,420,95,609
1479754120,140.4674377,404,116,542
1479754120,140.4674377,422,103,612
1479754121,140.4674377,372,48,376
1479754122,183.6769963,343,4,62
1479754123,189.4292654,343,4,68
1479754125,195.007693,359,58,246
1479754126,201.3491284,415,118,580
1479754127,207.6137422,365,58,295
1479754128,220.4058389,346,8,112
1479754129,220.4058389,343,1,67
1479754131,225.5366031,343,4,67
1479754132,231.9490341,376,54,425
1479754133,244.0304483,385,95,449
1479754134,250.8351175,343,3,62
1479754136,257.9367434,343,4,68
1479754137,264.3137023,348,26,125
1479754138,278.7135615,350,22,159
1479754139,278.7135615,407,106,547
1479754141,284.2521768,343,4,68
1479754142,291.2957866,391,150,423
1479754143,302.9481005,402,65,564
1479754144,308.7600324,406,127,534
1479754146,313.6216795,398,68,535
1479754147,313.6216795,343,5,65
1479754148,323.8370497,346,8,72
1479754149,336.4755792,351,47,87
1479754150,342.8770444,342,5,64
1479754152,342.8770444,342,4,62
1479754153,354.8344369,342,4,59
1479754154,368.486307,344,6,78
1479754155,375.0468134,347,11,136
1479754157,375.0468134,348,9,72
1479754158,379.6880519,422,101,610
1479754159,389.9172168,343,4,67
1479754160,395.9150295,343,3,61
1479754162,402.8421248,383,110,428
1479754163,407.1247807,342,4,64
1479754164,418.0015362,351,22,107
1479754165,423.4139274,392,83,486
1479754167,423.4139274,418,107,595
1479754168,430.3266835,380,51,439
1479754169,443.7244355,419,95,599
1479754170,450.6766686,342,3,60
1479754171,456.4653458,343,4,66
1479754173,462.1560656,402,71,563
1479754174,468.6086436,409,112,557
1479754175,474.4670022,342,3,59
1479754176,479.7160621,342,4,63
1479754178,484.123823,343,3,62
1479754179,488.2743797,344,4,62
1479754180,499.0805364,342,5,59
1479754182,499.0805364,342,3,60
1479754183,499.0805364,343,5,66
1479754184,512.9865849,405,104,549
1479754185,527.0596088,369,75,312
1479754186,534.0765246,343,4,67
1479754188,539.5795396,357,60,158
