time,exterior_pressure,exterior_humidity,exterior_temperature,estimated_altitude,sound_time,blue_voltage,red_voltage,white_voltage
1479754636.704661,71014.7,60.24,21.99,2900.0,1370.0,344,3,73
1479754637.897127,71014.7,60.24,21.99,2900.0,1370.0,345,3,77
1479754639.093251,71014.7,60.24,21.99,2900.0,1370.0,346,3,83
1479754640.284483,71014.7,60.24,21.99,2900.0,1370.0,347,4,88
1479754641.480957,71014.7,60.24,21.99,2900.0,1370.0,406,74,556
1479754642.672411,71014.7,60.24,21.99,2900.0,1370.0,412,102,560
1479754644.04315,71014.7,60.24,21.99,2900.0,1370.0,345,3,76
1479754645.05578,71014.7,60.24,21.99,2900.0,1370.0,345,3,77
1479754646.248256,71014.7,60.24,21.99,2900.0,1370.0,346,4,81
1479754647.440745,71014.7,60.24,21.99,2900.0,1370.0,347,4,87
1479754648.635921,71014.7,60.24,21.99,2900.0,1370.0,351,19,103
1479754649.8284,71014.7,60.24,21.99,2900.0,1370.0,434,94,634
1479754651.019623,71014.7,60.24,21.99,2900.0,1370.0,390,86,463
1479754652.215982,71014.7,60.24,21.99,2900.0,1370.0,361,35,252
1479754653.403598,71014.7,60.24,21.99,2900.0,1370.0,346,3,77
1479754654.599881,71014.7,60.24,21.99,2900.0,1370.0,344,3,72
1479754655.792298,71014.7,60.24,21.99,2900.0,1370.0,346,4,84
1479754656.987449,71014.7,60.24,21.99,2900.0,1370.0,390,68,490
1479754658.180181,71014.7,60.24,21.99,2900.0,1370.0,383,64,433
1479754659.367717,71014.7,60.24,21.99,2900.0,1370.0,349,5,89
1479754660.563827,71014.7,60.24,21.99,2900.0,1370.0,352,9,107
1479754661.755098,71014.7,60.24,21.99,2900.0,1370.0,381,92,390
1479754662.951282,71014.7,60.24,21.99,2900.0,1370.0,385,97,418
1479754664.138924,71014.7,60.24,21.99,2900.0,1370.0,345,4,81
1479754665.33491,71014.7,60.24,21.99,2900.0,1370.0,346,4,84
1479754666.531396,71014.7,60.24,21.99,2900.0,1370.0,396,106,499
1479754667.722949,71014.7,60.24,21.99,2900.0,1370.0,372,58,342
1479754668.915497,71014.7,60.24,21.99,2900.0,1370.0,349,5,91
1479754670.106835,71014.7,60.24,21.99,2900.0,1370.0,384,90,416
1479754671.303328,71014.7,60.24,21.99,2900.0,1370.0,411,123,544
1479754672.494604,71014.7,60.24,21.99,2900.0,1370.0,362,45,171
1479754673.971138,71014.7,60.24,21.99,2900.0,1370.0,346,4,82
1479754674.882211,71014.7,60.24,21.99,2900.0,1370.0,414,105,574
1479754676.070985,71014.7,60.24,21.99,2900.0,1370.0,345,3,78
1479754677.262223,71014.7,60.24,21.99,2900.0,1370.0,346,3,82
1479754678.45827,71014.7,60.24,21.99,2900.0,1370.0,345,3,78
1479754679.650769,71014.7,60.24,21.99,2900.0,1370.0,345,3,78
1479754680.842001,71014.7,60.24,21.99,2900.0,1370.0,346,4,88
1479754682.034496,71014.7,60.24,21.99,2900.0,1370.0,347,4,87
1479754683.230601,71014.7,60.24,21.99,2900.0,1370.0,346,4,86
1479754684.421869,71014.7,60.24,21.99,2900.0,1370.0,347,5,93
1479754685.623112,71014.7,60.24,21.99,2900.0,1370.0,347,6,97
1479754686.810413,71014.7,60.24,21.99,2900.0,1370.0,350,9,101
1479754688.001648,71014.7,60.24,21.99,2900.0,1370.0,346,4,82
1479754689.198118,71014.7,60.24,21.99,2900.0,1370.0,405,79,535
1479754690.390572,71014.7,60.24,21.99,2900.0,1370.0,424,115,596
1479754691.585644,71014.7,60.24,21.99,2900.0,1370.0,430,93,622
1479754692.778368,71014.7,60.24,21.99,2900.0,1370.0,368,69,261
1479754693.969518,71014.7,60.24,21.99,2900.0,1370.0,345,4,79
1479754695.162105,71014.7,60.24,21.99,2900.0,1370.0,345,3,79
1479754696.357246,71014.7,60.24,21.99,2900.0,1370.0,385,109,394
1479754697.549854,71014.7,60.24,21.99,2900.0,1370.0,431,89,630
1479754698.742243,71014.7,60.24,21.99,2900.0,1370.0,347,5,94
1479754699.933545,71014.7,60.24,21.99,2900.0,1370.0,345,3,78
1479754701.129618,71014.7,60.24,21.99,2900.0,1370.0,345,4,76
1479754702.322084,71014.7,60.24,21.99,2900.0,1370.0,345,3,73
1479754704.35856,71014.7,60.24,21.99,2900.0,1370.0,377,90,350
1479754704.71351,71014.7,60.24,21.99,2900.0,1370.0,403,146,494
1479754705.904986,71014.7,60.24,21.99,2900.0,1370.0,364,64,283
1479754707.097433,71014.7,60.24,21.99,2900.0,1370.0,347,5,94
1479754708.288668,71014.7,60.24,21.99,2900.0,1370.0,347,5,95
1479754709.485058,71014.7,60.24,21.99,2900.0,1370.0,358,42,185
1479754710.67759,71014.7,60.24,21.99,2900.0,1370.0,379,96,395
1479754711.872769,71014.7,60.24,21.99,2900.0,1370.0,380,47,444
1479754713.065151,71014.7,60.24,21.99,2900.0,1370.0,347,5,93
1479754714.256395,71014.7,60.24,21.99,2900.0,1370.0,345,3,75
1479754715.453011,71014.7,60.24,21.99,2900.0,1370.0,388,111,426
1479754716.645377,71014.7,60.24,21.99,2900.0,1370.0,374,94,334
1479754717.840429,71014.7,60.24,21.99,2900.0,1370.0,349,8,101
1479754719.032903,71014.7,60.24,21.99,2900.0,1370.0,347,5,95
1479754720.22545,71014.7,60.24,21.99,2900.0,1370.0,347,4,88
1479754721.420488,71014.7,60.24,21.99,2900.0,1370.0,347,4,91
1479754722.613004,71014.7,60.24,21.99,2900.0,1370.0,347,5,95
1479754723.804205,71014.7,60.24,21.99,2900.0,1370.0,347,4,91
1479754725.00038,71014.7,60.24,21.99,2900.0,1370.0,345,3,78
1479754726.19687,71014.7,60.24,21.99,2900.0,1370.0,420,122,585
1479754727.389328,71014.7,60.24,21.99,2900.0,1370.0,361,64,164
1479754728.584261,71014.7,60.24,21.99,2900.0,1370.0,348,8,102
1479754729.776682,71014.7,60.24,21.99,2900.0,1370.0,376,80,389
1479754730.971761,71014.7,60.24,21.99,2900.0,1370.0,352,14,106
1479754732.1642,71014.7,60.24,21.99,2900.0,1370.0,347,5,96
1479754733.356986,71014.7,60.24,21.99,2900.0,1370.0,345,4,80
1479754734.55169,71014.7,60.24,21.99,2900.0,1370.0,364,49,237
1479754735.748075,71014.7,60.24,21.99,2900.0,1370.0,411,132,536
1479754736.944565,71014.7,60.24,21.99,2900.0,1370.0,400,124,503
1479754738.136057,71014.7,60.24,21.99,2900.0,1370.0,401,69,540
1479754739.328532,71014.7,60.24,21.99,2900.0,1370.0,349,7,101
1479754740.519726,71014.7,60.24,21.99,2900.0,1370.0,347,5,88
1479754741.715886,71014.7,60.24,21.99,2900.0,1370.0,345,3,77
1479754742.912397,71014.7,60.24,21.99,2900.0,1370.0,411,144,537
1479754744.103611,71014.7,60.24,21.99,2900.0,1370.0,352,24,111
1479754745.299949,71014.7,60.24,21.99,2900.0,1370.0,354,34,123
1479754746.49262,71014.7,60.24,21.99,2900.0,1370.0,382,101,404
1479754747.687611,71014.7,60.24,21.99,2900.0,1370.0,369,78,319
1479754748.880065,71014.7,60.24,21.99,2900.0,1370.0,348,7,102
1479754750.071554,71014.7,60.24,21.99,2900.0,1370.0,346,4,89
1479754751.267417,71014.7,60.24,21.99,2900.0,1370.0,345,3,77
1479754752.459969,71014.7,60.24,21.99,2900.0,1370.0,345,3,77
1479754753.656058,71014.7,60.24,21.99,2900.0,1370.0,345,3,78
1479754754.847325,71014.7,60.24,21.99,2900.0,1370.0,345,3,77
1479754756.043415,71014.7,60.24,21.99,2900.0,1370.0,345,3,77
1479754757.240061,71014.7,60.24,21.99,2900.0,1370.0,417,110,572
1479754758.431125,71014.7,60.24,21.99,2900.0,1370.0,348,8,104
1479754759.623427,71014.7,60.24,21.99,2900.0,1370.0,347,5,95
1479754760.81955,71014.7,60.24,21.99,2900.0,1370.0,347,5,96
1479754762.010844,71014.7,60.24,21.99,2900.0,1370.0,348,5,97
1479754763.207125,71014.7,60.24,21.99,2900.0,1370.0,348,5,96
1479754764.414347,71014.7,60.24,21.99,2900.0,1370.0,347,4,89
1479754765.595769,71014.7,60.24,21.99,2900.0,1370.0,345,2,76
1479754766.790768,71014.7,60.24,21.99,2900.0,1370.0,432,99,620
1479754767.983322,71014.7,60.24,21.99,2900.0,1370.0,348,6,101
1479754769.179295,71014.7,60.24,21.99,2900.0,1370.0,348,5,98
1479754770.374474,71014.7,60.24,21.99,2900.0,1370.0,350,10,108
1479754771.567058,71014.7,60.24,21.99,2900.0,1370.0,424,96,603
1479754772.763422,71014.7,60.24,21.99,2900.0,1370.0,434,90,632
1479754773.954726,71014.7,60.24,21.99,2900.0,1370.0,418,98,581
1479754775.151048,71014.7,60.24,21.99,2900.0,1370.0,362,24,292
1479754776.343499,71014.7,60.24,21.99,2900.0,1370.0,345,3,80
1479754777.538672,71014.7,60.24,21.99,2900.0,1370.0,375,71,349
1479754778.735128,71014.7,60.24,21.99,2900.0,1370.0,422,125,585
1479754779.926396,71014.7,60.24,21.99,2900.0,1370.0,394,134,449
1479754781.122798,71014.7,60.24,21.99,2900.0,1370.0,406,100,542
1479754782.315346,71014.7,60.24,21.99,2900.0,1370.0,348,6,100
1479754783.506417,71014.7,60.24,21.99,2900.0,1370.0,348,5,96
1479754784.702646,71014.7,60.24,21.99,2900.0,1370.0,345,4,80
1479754785.895126,71014.7,60.24,21.99,2900.0,1370.0,345,4,77
1479754787.095171,71014.7,60.24,21.99,2900.0,1370.0,371,69,309
1479754788.286488,71014.7,60.24,21.99,2900.0,1370.0,412,142,542
1479754789.482905,71014.7,60.24,21.99,2900.0,1370.0,410,132,541
1479754790.67392,71014.7,60.24,21.99,2900.0,1370.0,433,99,625
1479754791.87033,71014.7,60.24,21.99,2900.0,1370.0,402,110,520
1479754793.066915,71014.7,60.24,21.99,2900.0,1370.0,385,100,432
1479754794.258246,71014.7,60.24,21.99,2900.0,1370.0,398,81,520
1479754795.454688,71014.7,60.24,21.99,2900.0,1370.0,424,104,603
1479754796.64591,71014.7,60.24,21.99,2900.0,1370.0,353,12,95
1479754797.838366,71014.7,60.24,21.99,2900.0,1370.0,345,3,79
1479754799.03447,71014.7,60.24,21.99,2900.0,1370.0,345,3,80
1479754800.229711,71014.7,60.24,21.99,2900.0,1370.0,360,32,199
1479754801.422267,71014.7,60.24,21.99,2900.0,1370.0,435,94,635
1479754802.61864,71014.7,60.24,21.99,2900.0,1370.0,430,101,617
1479754803.80987,71014.7,60.24,21.99,2900.0,1370.0,346,5,85
1479754805.006178,71014.7,60.24,21.99,2900.0,1370.0,345,2,73
1479754806.198736,71014.7,60.24,21.99,2900.0,1370.0,346,3,76
1479754807.393715,71014.7,60.24,21.99,2900.0,1370.0,415,106,567
1479754808.590059,71014.7,60.24,21.99,2900.0,1370.0,353,25,128
1479754809.782494,71014.7,60.24,21.99,2900.0,1370.0,348,6,98
1479754810.973682,71014.7,60.24,21.99,2900.0,1370.0,345,4,78
1479754812.174765,71014.7,60.24,21.99,2900.0,1370.0,433,94,626
1479754813.366315,71014.7,60.24,21.99,2900.0,1370.0,399,150,462
1479754814.56138,71014.7,60.24,21.99,2900.0,1370.0,407,79,543
1479754815.753902,71014.7,60.24,21.99,2900.0,1370.0,384,84,421
1479754816.950344,71014.7,60.24,21.99,2900.0,1370.0,393,111,452
1479754818.145488,71014.7,60.24,21.99,2900.0,1370.0,412,102,560
1479754819.337942,71014.7,60.24,21.99,2900.0,1370.0,397,99,492
1479754820.52897,71014.7,60.24,21.99,2900.0,1370.0,345,3,77
1479754821.725162,71014.7,60.24,21.99,2900.0,1370.0,363,59,236
1479754822.921334,71014.7,60.24,21.99,2900.0,1370.0,379,89,409
1479754824.427526,71014.7,60.24,21.99,2900.0,1370.0,356,37,212
1479754825.31291,71014.7,60.24,21.99,2900.0,1370.0,408,132,530
1479754826.505659,71014.7,60.24,21.99,2900.0,1370.0,383,78,413
1479754827.696912,71014.7,60.24,21.99,2900.0,1370.0,346,3,78
1479754828.893395,71014.7,60.24,21.99,2900.0,1370.0,346,4,83
1479754830.089853,71014.7,60.24,21.99,2900.0,1370.0,354,12,148
1479754831.28503,71014.7,60.24,21.99,2900.0,1370.0,423,125,590
1479754832.477805,71014.7,60.24,21.99,2900.0,1370.0,399,130,488
1479754833.669319,71014.7,60.24,21.99,2900.0,1370.0,375,91,350
1479754834.865191,71014.7,60.24,21.99,2900.0,1370.0,367,72,233
1479754836.061445,71014.7,60.24,21.99,2900.0,1370.0,367,71,313
1479754837.253964,71014.7,60.24,21.99,2900.0,1370.0,348,6,101
1479754838.445221,71014.7,60.24,21.99,2900.0,1370.0,346,4,86
1479754839.641309,71014.7,60.24,21.99,2900.0,1370.0,345,4,82
1479754840.837528,71014.7,60.24,21.99,2900.0,1370.0,346,3,80
1479754842.028778,71014.7,60.24,21.99,2900.0,1370.0,345,3,78
1479754843.224987,71014.7,60.24,21.99,2900.0,1370.0,364,49,256
1479754844.42127,71014.7,60.24,21.99,2900.0,1370.0,411,114,545
1479754845.617499,71014.7,60.24,21.99,2900.0,1370.0,431,99,619
1479754846.812693,71014.7,60.24,21.99,2900.0,1370.0,415,117,565
1479754848.005117,71014.7,60.24,21.99,2900.0,1370.0,380,95,370
1479754849.201821,71014.7,60.24,21.99,2900.0,1370.0,413,91,563
1479754850.392495,71014.7,60.24,21.99,2900.0,1370.0,430,94,622
1479754851.588919,71014.7,60.24,21.99,2900.0,1370.0,413,99,568
1479754852.785299,71014.7,60.24,21.99,2900.0,1370.0,426,87,608
1479754853.976652,71014.7,60.24,21.99,2900.0,1370.0,346,3,80
1479754855.169209,71014.7,60.24,21.99,2900.0,1370.0,346,3,78
1479754856.369271,71014.7,60.24,21.99,2900.0,1370.0,374,72,328
1479754857.560576,71014.7,60.24,21.99,2900.0,1370.0,424,124,591
1479754858.757064,71014.7,60.24,21.99,2900.0,1370.0,405,141,506
1479754859.953376,71014.7,60.24,21.99,2900.0,1370.0,402,124,512
1479754861.144669,71014.7,60.24,21.99,2900.0,1370.0,352,10,108
1479754862.337158,71014.7,60.24,21.99,2900.0,1370.0,348,6,100
1479754863.533487,71014.7,60.24,21.99,2900.0,1370.0,349,8,110
1479754864.728699,71014.7,60.24,21.99,2900.0,1370.0,404,120,526
1479754865.924737,71014.7,60.24,21.99,2900.0,1370.0,366,67,305
1479754867.117171,71014.7,60.24,21.99,2900.0,1370.0,347,4,90
1479754868.308523,71014.7,60.24,21.99,2900.0,1370.0,349,4,85
1479754869.508546,71014.7,60.24,21.99,2900.0,1370.0,428,83,624
1479754870.701065,71014.7,60.24,21.99,2900.0,1370.0,349,6,103
1479754871.892349,71014.7,60.24,21.99,2900.0,1370.0,347,4,86
1479754873.088391,71014.7,60.24,21.99,2900.0,1370.0,348,4,83
1479754874.284547,71014.7,60.24,21.99,2900.0,1370.0,382,73,408
1479754875.477036,71014.7,60.24,21.99,2900.0,1370.0,346,4,82
1479754876.671996,71014.7,60.24,21.99,2900.0,1370.0,346,4,84
1479754877.868004,71014.7,60.24,21.99,2900.0,1370.0,348,5,96
1479754879.060585,71014.7,60.24,21.99,2900.0,1370.0,348,5,96
1479754880.256745,71014.7,60.24,21.99,2900.0,1370.0,346,3,81
1479754881.45301,71014.7,60.24,21.99,2900.0,1290.0,345,3,79
1479754882.648071,71014.7,60.24,21.99,2900.0,1370.0,345,3,79
1479754883.844528,71014.7,60.24,21.99,2900.0,1370.0,400,109,492
1479754885.719184,71014.7,60.24,21.99,2900.0,1370.0,377,97,346
1479754886.231886,71014.7,60.24,21.99,2900.0,1370.0,371,83,302
1479754887.428285,71014.7,60.24,21.99,2900.0,1370.0,393,56,508
1479754888.625017,71014.7,60.24,21.99,2900.0,1370.0,428,112,605
1479754889.816012,71014.7,60.24,21.99,2900.0,1290.0,364,46,242
1479754891.012069,71014.7,60.24,21.99,2900.0,1280.0,349,5,89
1479754892.208547,71014.7,60.24,21.99,2900.0,1290.0,367,52,277
1479754893.403699,71014.7,60.24,21.99,2900.0,1290.0,417,93,576
1479754894.596155,71014.7,60.24,21.99,2900.0,1280.0,424,82,612
1479754895.79224,71014.7,60.24,21.99,2900.0,1290.0,348,7,102
1479754896.988569,71014.7,60.24,21.99,2900.0,1370.0,386,92,419
1479754898.183773,71014.7,60.24,21.99,2900.0,1280.0,414,134,551
1479754899.380173,71014.7,60.24,21.99,2900.0,1290.0,411,137,539
1479754900.572784,71014.7,60.24,21.99,2900.0,1370.0,405,107,522
1479754901.76394,71014.7,60.24,21.99,2900.0,1280.0,346,4,80
1479754902.960108,71014.7,60.24,21.99,2900.0,1290.0,346,3,80
1479754904.156216,71014.7,60.24,21.99,2900.0,1290.0,348,5,98
1479754905.352457,71014.7,60.24,21.99,2900.0,1290.0,388,97,458
1479754906.547842,71014.7,60.24,21.99,2900.0,1290.0,400,80,514
1479754907.740134,71014.7,60.24,21.99,2900.0,1290.0,345,3,79
1479754908.936252,71014.7,60.24,21.99,2900.0,1290.0,346,3,81
1479754910.1324,71014.7,60.24,21.99,2900.0,1290.0,346,4,87
1479754911.323748,71014.7,60.24,21.99,2900.0,1290.0,346,3,84
1479754912.519861,71014.7,60.24,21.99,2900.0,1290.0,345,3,77
1479754913.716078,71014.7,60.24,21.99,2900.0,1290.0,350,7,89
1479754914.91208,71014.7,60.24,21.99,2900.0,1290.0,351,8,148
1479754916.10823,71014.7,60.24,21.99,2900.0,1290.0,346,3,78
1479754917.29949,71014.7,60.24,21.99,2900.0,1290.0,345,3,75
1479754918.49584,71014.7,60.24,21.99,2900.0,1290.0,346,5,88
1479754919.692299,71014.7,60.24,21.99,2900.0,1290.0,349,7,107
1479754920.888264,71014.7,60.24,21.99,2900.0,1290.0,360,71,161
1479754922.084413,71014.7,60.24,21.99,2900.0,1290.0,431,90,617
1479754923.275647,71014.7,60.24,21.99,2900.0,1280.0,346,3,81
1479754924.475702,71014.7,60.24,21.99,2900.0,1290.0,349,6,108
1479754925.672177,71014.7,60.24,21.99,2900.0,1280.0,378,101,341
1479754926.867322,71014.7,60.24,21.99,2900.0,1290.0,416,118,564
1479754928.059882,71014.7,60.24,21.99,2900.0,1290.0,350,9,113
1479754929.256523,71014.7,60.24,21.99,2900.0,1280.0,349,6,107
1479754930.456204,71014.7,60.24,21.99,2900.0,1290.0,349,6,107
1479754931.647648,71014.7,60.24,21.99,2900.0,1290.0,349,6,108
1479754932.840131,71014.7,60.24,21.99,2900.0,1280.0,348,5,99
1479754934.036275,71014.7,60.24,21.99,2900.0,1290.0,346,3,83
1479754935.231217,71014.7,60.24,21.99,2900.0,1290.0,347,3,81
1479754936.427502,71014.7,60.24,21.99,2900.0,1290.0,374,61,351
1479754937.623673,71014.7,60.24,21.99,2900.0,1290.0,376,74,350
1479754938.820118,71014.7,60.24,21.99,2900.0,1280.0,372,77,302
1479754940.015283,71014.7,60.24,21.99,2900.0,1280.0,391,103,445
1479754941.211735,71014.7,60.24,21.99,2900.0,1290.0,426,118,599
1479754942.408094,71014.7,60.24,21.99,2900.0,1290.0,375,88,314
1479754943.599417,71014.7,60.24,21.99,2900.0,1290.0,349,7,110
1479754944.795524,71014.7,60.24,21.99,2900.0,1290.0,347,4,90
1479754945.991719,71014.7,60.24,21.99,2900.0,1370.0,346,3,80
1479754947.187915,71014.7,60.24,21.99,2900.0,1290.0,348,5,97
1479754948.384388,71014.7,60.24,21.99,2900.0,1290.0,368,75,245
1479754949.579593,71014.7,60.24,21.99,2900.0,1290.0,408,95,547
1479754950.776078,71014.7,60.24,21.99,2900.0,1370.0,395,100,492
1479754951.971119,71014.7,60.24,21.99,2900.0,1280.0,370,78,324
1479754953.167561,71014.7,60.24,21.99,2900.0,1370.0,374,87,355
1479754954.36014,71014.7,60.24,21.99,2900.0,1370.0,385,90,440
1479754955.556439,71014.7,60.24,21.99,2900.0,1370.0,431,84,630
1479754956.751138,71014.7,60.24,21.99,2900.0,1290.0,352,7,88
1479754957.947578,71014.7,60.24,21.99,2900.0,1370.0,347,4,91
1479754959.144021,71014.7,60.24,21.99,2900.0,1370.0,349,6,107
1479754960.339215,71014.7,60.24,21.99,2900.0,1370.0,349,6,102
1479754961.531748,71014.7,60.24,21.99,2900.0,1370.0,348,4,94
1479754962.727932,71014.7,60.24,21.99,2900.0,1370.0,346,3,78
1479754963.924094,71014.7,60.24,21.99,2900.0,1370.0,346,3,80
1479754965.119168,71014.7,60.24,21.99,2900.0,1370.0,346,3,77
1479754966.315251,71014.7,60.24,21.99,2900.0,1370.0,346,3,79
1479754967.511394,71014.7,60.24,21.99,2900.0,1370.0,346,4,83
1479754968.707666,71014.7,60.24,21.99,2900.0,1290.0,437,91,632
1479754969.903905,71014.7,60.24,21.99,2900.0,1370.0,387,70,469
1479754971.100087,71014.7,60.24,21.99,2900.0,1370.0,409,112,547
1479754972.296225,71014.7,60.24,21.99,2900.0,1370.0,373,61,344
1479754973.49135,71014.7,60.24,21.99,2900.0,1370.0,347,4,86
1479754974.683961,71014.7,60.24,21.99,2900.0,1370.0,348,5,96
1479754975.880095,71014.7,60.24,21.99,2900.0,1370.0,348,4,98
1479754977.076323,71014.7,60.24,21.99,2900.0,1370.0,346,4,85
1479754978.271234,71014.7,60.24,21.99,2900.0,1370.0,346,3,82
1479754979.467522,71014.7,60.24,21.99,2900.0,1370.0,348,5,96
1479754980.66752,71014.7,60.24,21.99,2900.0,1370.0,355,31,121
1479754981.863922,71014.7,60.24,21.99,2900.0,1370.0,442,92,646
1479754983.059106,71014.7,60.24,21.99,2900.0,1370.0,406,93,530
1479754984.255548,71014.7,60.24,21.99,2900.0,1370.0,386,93,414
1479754985.451997,71014.7,60.24,21.99,2900.0,1370.0,400,56,522
1479754986.647183,71014.7,60.24,21.99,2900.0,1370.0,407,81,537
1479754987.839678,71014.7,60.24,21.99,2900.0,1370.0,345,3,76
1479754989.035917,71014.7,60.24,21.99,2900.0,1370.0,349,5,102
1479754990.232155,71014.7,60.24,21.99,2900.0,1370.0,375,92,322
1479754991.432229,71014.7,60.24,21.99,2900.0,1370.0,430,109,610
1479754992.623541,71014.7,60.24,21.99,2900.0,1370.0,421,97,584
1479754993.819717,71014.7,60.24,21.99,2900.0,1370.0,408,74,547
1479754995.015934,71014.7,60.24,21.99,2900.0,1370.0,415,77,573
1479754996.212121,71014.7,60.24,21.99,2900.0,1370.0,437,93,635
1479754997.412171,71014.7,60.24,21.99,2900.0,1370.0,427,101,602
1479754998.603558,71014.7,60.24,21.99,2900.0,1370.0,353,12,100
1479754999.799623,71014.7,60.24,21.99,2900.0,1370.0,348,4,93
1479755000.995719,71014.7,60.24,21.99,2900.0,1370.0,358,40,160
1479755002.191944,71014.7,60.24,21.99,2900.0,1370.0,422,107,589
1479755003.388098,71014.7,60.24,21.99,2900.0,1370.0,435,94,626
1479755004.584463,71014.7,60.24,21.99,2900.0,1370.0,442,92,650
1479755005.779603,71014.7,60.24,21.99,2900.0,1370.0,426,103,601
1479755006.976016,71014.7,60.24,21.99,2900.0,1370.0,352,9,134
1479755008.167283,71014.7,60.24,21.99,2900.0,1370.0,346,3,79
1479755009.367335,71014.7,60.24,21.99,2900.0,1370.0,349,6,102
1479755010.560116,71014.7,60.24,21.99,2900.0,1370.0,349,6,106
1479755011.759975,71014.7,60.24,21.99,2900.0,1370.0,352,11,114
1479755012.956428,71014.7,60.24,21.99,2900.0,1370.0,382,57,441
1479755014.15162,71014.7,60.24,21.99,2900.0,1370.0,403,76,541
1479755015.348066,71014.7,60.24,21.99,2900.0,1370.0,419,85,581
1479755016.539358,71014.7,60.24,21.99,2900.0,1370.0,345,3,77
1479755017.735498,71014.7,60.24,21.99,2900.0,1370.0,348,5,98
1479755018.931728,71014.7,60.24,21.99,2900.0,1370.0,349,6,106
1479755020.127876,71014.7,60.24,21.99,2900.0,1370.0,348,5,96
1479755021.324063,71014.7,60.24,21.99,2900.0,1370.0,347,4,88
1479755022.520257,71014.7,60.24,21.99,2900.0,1370.0,348,5,98
1479755023.716539,71014.7,60.24,21.99,2900.0,1370.0,349,7,107
1479755024.915401,71014.7,60.24,21.99,2900.0,1370.0,419,75,595
1479755026.111829,71014.7,60.24,21.99,2900.0,1370.0,416,108,563
1479755027.30439,71014.7,60.24,21.99,2900.0,1370.0,346,4,80
1479755028.504233,71014.7,60.24,21.99,2900.0,1370.0,349,6,109
1479755029.699455,71014.7,60.24,21.99,2900.0,1370.0,428,109,602
1479755030.891956,71014.7,60.24,21.99,2900.0,1370.0,346,3,83
1479755032.092004,71014.7,60.24,21.99,2900.0,1370.0,347,4,88
1479755033.288235,71014.7,60.24,21.99,2900.0,1370.0,349,6,108
1479755034.484487,71014.7,60.24,21.99,2900.0,1370.0,426,97,601
1479755035.680873,71014.7,60.24,21.99,2900.0,1370.0,346,3,77
1479755036.875584,71014.7,60.24,21.99,2900.0,1370.0,348,5,99
1479755038.07184,71014.7,60.24,21.99,2900.0,1370.0,349,6,109
1479755039.268045,71014.7,60.24,21.99,2900.0,1370.0,350,7,118
1479755040.468196,71014.7,60.24,21.99,2900.0,1370.0,431,104,613
1479755041.660803,71014.7,60.24,21.99,2900.0,1370.0,346,3,81
1479755042.86078,71014.7,60.24,21.99,2900.0,1370.0,350,7,116
1479755044.055834,71014.7,60.24,21.99,2900.0,1370.0,402,118,510
1479755045.251955,71014.7,60.24,21.99,2900.0,1370.0,373,85,299
1479755046.448099,71014.7,60.24,21.99,2900.0,1370.0,348,5,97
1479755047.648239,71014.7,60.24,21.99,2900.0,1370.0,358,55,134
1479755048.84472,71014.7,60.24,21.99,2900.0,1370.0,425,111,593
1479755050.039798,71014.7,60.24,21.99,2900.0,1370.0,391,88,474
1479755051.232232,71014.7,60.24,21.99,2900.0,1370.0,348,5,96
1479755052.432029,71014.7,60.24,21.99,2900.0,1370.0,346,3,79
1479755053.628352,71014.7,60.24,21.99,2900.0,1370.0,365,42,264
1479755054.828271,71014.7,60.24,21.99,2900.0,1370.0,415,116,551
1479755056.024723,71014.7,60.24,21.99,2900.0,1370.0,363,56,219
1479755057.215999,71014.7,60.24,21.99,2900.0,1370.0,348,5,96
1479755058.412235,71014.7,60.24,21.99,2900.0,1370.0,347,4,88
1479755059.6121,71014.7,60.24,21.99,2900.0,1370.0,350,6,115
1479755060.808352,71014.7,60.24,21.99,2900.0,1370.0,438,93,631
1479755062.004556,71014.7,60.24,21.99,2900.0,1370.0,357,17,195
1479755063.200708,71014.7,60.24,21.99,2900.0,1380.0,346,3,81
1479755064.39724,71014.7,60.24,21.99,2900.0,1370.0,346,3,76
1479755065.597166,71014.7,60.24,21.99,2900.0,1370.0,373,85,297
1479755066.793536,71014.7,60.24,21.99,2900.0,1380.0,437,91,627
1479755067.988268,71014.7,60.24,21.99,2900.0,1380.0,392,82,484
1479755069.184467,71014.7,60.24,21.99,2900.0,1370.0,350,6,114
1479755070.380649,71014.7,60.24,21.99,2900.0,1370.0,346,4,83
1479755071.580731,71014.7,60.24,21.99,2900.0,1370.0,346,3,80
1479755072.776917,71014.7,60.24,21.99,2900.0,1370.0,346,3,81
1479755073.973148,71014.7,60.24,21.99,2900.0,1370.0,346,4,84
1479755075.173289,71014.7,60.24,21.99,2900.0,1370.0,373,81,296
1479755076.368566,71014.7,60.24,21.99,2900.0,1380.0,431,100,610
1479755077.564755,71014.7,60.24,21.99,2900.0,1380.0,355,27,128
1479755078.760697,71014.7,60.24,21.99,2900.0,1370.0,351,8,120
1479755079.960872,71014.7,60.24,21.99,2900.0,1370.0,385,108,411
1479755081.157325,71014.7,60.24,21.99,2900.0,1370.0,419,124,568
1479755082.353569,71014.7,60.24,21.99,2900.0,1380.0,419,108,578
1479755083.548525,71014.7,60.24,21.99,2900.0,1370.0,364,58,229
1479755084.744712,71014.7,60.24,21.99,2900.0,1380.0,351,8,119
