interior_pressure,interior_pressure,pressure_normal,pressure_2.5,pressure_97.5
29244.61062,29244.61062,29291.1205,29260.9731,29318.98674
29244.61062,29244.61062,29291.1205,29260.9731,29318.98674
29217.26289,29217.26289,29263.72901,29233.60975,29291.56924
29217.26289,29217.26289,29263.72901,29233.60975,29291.56924
29217.26289,29217.26289,29263.72901,29233.60975,29291.56924
29217.26289,29217.26289,29263.72901,29233.60975,29291.56924
29217.26289,29217.26289,29263.72901,29233.60975,29291.56924
29186.31423,29186.31423,29232.73083,29202.64342,29260.54163
29186.31423,29186.31423,29232.73083,29202.64342,29260.54163
29186.31423,29186.31423,29232.73083,29202.64342,29260.54163
29161.83432,29161.83432,29208.21175,29178.14953,29235.99928
29161.83432,29161.83432,29208.21175,29178.14953,29235.99928
29161.83432,29161.83432,29208.21175,29178.14953,29235.99928
29128.12324,29128.12324,29174.44674,29144.4192,29202.2022
29128.12324,29128.12324,29174.44674,29144.4192,29202.2022
29128.12324,29128.12324,29174.44674,29144.4192,29202.2022
29096.87028,29096.87028,29143.14377,29113.1484,29170.86951
29096.87028,29096.87028,29143.14377,29113.1484,29170.86951
29054.25894,29054.25894,29100.46425,29070.51273,29128.14947
29054.25894,29054.25894,29100.46425,29070.51273,29128.14947
29054.25894,29054.25894,29100.46425,29070.51273,29128.14947
29012.88902,29012.88902,29059.02814,29029.11919,29086.67402
29012.88902,29012.88902,29059.02814,29029.11919,29086.67402
29012.88902,29012.88902,29059.02814,29029.11919,29086.67402
28967.90039,28967.90039,29013.96753,28984.10487,29041.57062
28967.90039,28967.90039,29013.96753,28984.10487,29041.57062
28967.90039,28967.90039,29013.96753,28984.10487,29041.57062
28928.19761,28928.19761,28974.20123,28944.37942,29001.76656
28928.19761,28928.19761,28974.20123,28944.37942,29001.76656
28928.19761,28928.19761,28974.20123,28944.37942,29001.76656
28928.19761,28928.19761,28974.20123,28944.37942,29001.76656
28928.19761,28928.19761,28974.20123,28944.37942,29001.76656
28909.85937,28909.85937,28955.83364,28926.03071,28983.38154
28909.85937,28909.85937,28955.83364,28926.03071,28983.38154
28889.57051,28889.57051,28935.51232,28905.73026,28963.04092
28889.57051,28889.57051,28935.51232,28905.73026,28963.04092
28889.57051,28889.57051,28935.51232,28905.73026,28963.04092
28862.08946,28862.08946,28907.9873,28878.23352,28935.48977
28862.08946,28862.08946,28907.9873,28878.23352,28935.48977
28862.08946,28862.08946,28907.9873,28878.23352,28935.48977
28834.6788,28834.6788,28880.53279,28850.80721,28908.00918
28834.6788,28834.6788,28880.53279,28850.80721,28908.00918
28834.6788,28834.6788,28880.53279,28850.80721,28908.00918
28809.02646,28809.02646,28854.8394,28825.14022,28882.2914
28809.02646,28809.02646,28854.8394,28825.14022,28882.2914
28809.02646,28809.02646,28854.8394,28825.14022,28882.2914
28781.69978,28781.69978,28827.469,28797.79794,28854.89501
28781.69978,28781.69978,28827.469,28797.79794,28854.89501
28781.69978,28781.69978,28827.469,28797.79794,28854.89501
28763.69189,28763.69189,28809.4323,28779.77976,28836.84118
28763.69189,28763.69189,28809.4323,28779.77976,28836.84118
28740.94465,28740.94465,28786.64866,28757.01953,28814.03592
28740.94465,28740.94465,28786.64866,28757.01953,28814.03592
28740.94465,28740.94465,28786.64866,28757.01953,28814.03592
28714.10764,28714.10764,28759.76871,28730.1672,28787.13044
28714.10764,28714.10764,28759.76871,28730.1672,28787.13044
28714.10764,28714.10764,28759.76871,28730.1672,28787.13044
28714.10764,28714.10764,28759.76871,28730.1672,28787.13044
28714.10764,28714.10764,28759.76871,28730.1672,28787.13044
28684.80957,28684.80957,28730.42377,28700.8524,28757.75764
28684.80957,28684.80957,28730.42377,28700.8524,28757.75764
28684.80957,28684.80957,28730.42377,28700.8524,28757.75764
28657.81538,28657.81538,28703.38638,28673.8428,28730.69458
28657.81538,28657.81538,28703.38638,28673.8428,28730.69458
28657.81538,28657.81538,28703.38638,28673.8428,28730.69458
28637.8933,28637.8933,28683.43243,28653.90934,28710.72168
28637.8933,28637.8933,28683.43243,28653.90934,28710.72168
28614.01474,28614.01474,28659.51566,28630.01715,28686.78221
28614.01474,28614.01474,28659.51566,28630.01715,28686.78221
28614.01474,28614.01474,28659.51566,28630.01715,28686.78221
28594.75792,28594.75792,28640.22803,28610.74933,28667.47626
28594.75792,28594.75792,28640.22803,28610.74933,28667.47626
28594.75792,28594.75792,28640.22803,28610.74933,28667.47626
28576.4231,28576.4231,28621.86388,28592.40404,28649.09467
28576.4231,28576.4231,28621.86388,28592.40404,28649.09467
28576.4231,28576.4231,28621.86388,28592.40404,28649.09467
28541.45727,28541.45727,28586.8421,28557.41825,28614.03964
28541.45727,28541.45727,28586.8421,28557.41825,28614.03964
28541.45727,28541.45727,28586.8421,28557.41825,28614.03964
28511.54138,28511.54138,28556.87835,28527.48528,28584.04744
28511.54138,28511.54138,28556.87835,28527.48528,28584.04744
28511.54138,28511.54138,28556.87835,28527.48528,28584.04744
28511.54138,28511.54138,28556.87835,28527.48528,28584.04744
28511.54138,28511.54138,28556.87835,28527.48528,28584.04744
28477.23097,28477.23097,28522.51304,28493.15527,28549.6495
28477.23097,28477.23097,28522.51304,28493.15527,28549.6495
28477.23097,28477.23097,28522.51304,28493.15527,28549.6495
28451.04091,28451.04091,28496.28108,28466.95026,28523.39263
28451.04091,28451.04091,28496.28108,28466.95026,28523.39263
28451.04091,28451.04091,28496.28108,28466.95026,28523.39263
28420.00804,28420.00804,28465.19855,28435.89967,28492.2806
28420.00804,28420.00804,28465.19855,28435.89967,28492.2806
28420.00804,28420.00804,28465.19855,28435.89967,28492.2806
28402.04998,28402.04998,28447.21176,28417.93136,28474.27673
28402.04998,28402.04998,28447.21176,28417.93136,28474.27673
28402.04998,28402.04998,28447.21176,28417.93136,28474.27673
28374.96738,28374.96738,28420.08583,28390.83329,28447.12504
28374.96738,28374.96738,28420.08583,28390.83329,28447.12504
28359.5393,28359.5393,28404.63306,28375.3964,28431.6576
28359.5393,28359.5393,28404.63306,28375.3964,28431.6576
28359.5393,28359.5393,28404.63306,28375.3964,28431.6576
28342.52591,28342.52591,28387.59245,28358.3733,28414.60081
28342.52591,28342.52591,28387.59245,28358.3733,28414.60081
28342.52591,28342.52591,28387.59245,28358.3733,28414.60081
28326.36412,28326.36412,28371.4048,28342.20228,28398.39779
28326.36412,28326.36412,28371.4048,28342.20228,28398.39779
28326.36412,28326.36412,28371.4048,28342.20228,28398.39779
28326.36412,28326.36412,28371.4048,28342.20228,28398.39779
28326.36412,28326.36412,28371.4048,28342.20228,28398.39779
28306.91356,28306.91356,28351.92312,28322.74061,28378.89761
28306.91356,28306.91356,28351.92312,28322.74061,28378.89761
28306.91356,28306.91356,28351.92312,28322.74061,28378.89761
28282.87494,28282.87494,28327.84604,28298.68827,28354.79767
28282.87494,28282.87494,28327.84604,28298.68827,28354.79767
28265.47869,28265.47869,28310.42196,28281.28208,28337.35704
28265.47869,28265.47869,28310.42196,28281.28208,28337.35704
28265.47869,28265.47869,28310.42196,28281.28208,28337.35704
28250.37989,28250.37989,28295.299,28266.17466,28322.21972
28250.37989,28250.37989,28295.299,28266.17466,28322.21972
28250.37989,28250.37989,28295.299,28266.17466,28322.21972
28230.94473,28230.94473,28275.83274,28246.7284,28302.73499
28230.94473,28230.94473,28275.83274,28246.7284,28302.73499
28230.94473,28230.94473,28275.83274,28246.7284,28302.73499
28214.09966,28214.09966,28258.96072,28229.87372,28285.84694
28214.09966,28214.09966,28258.96072,28229.87372,28285.84694
28214.09966,28214.09966,28258.96072,28229.87372,28285.84694
28200.81231,28200.81231,28245.65211,28216.57878,28272.5257
28200.81231,28200.81231,28245.65211,28216.57878,28272.5257
28200.81231,28200.81231,28245.65211,28216.57878,28272.5257
28182.10356,28182.10356,28226.91343,28197.85935,28253.76922
28182.10356,28182.10356,28226.91343,28197.85935,28253.76922
28182.10356,28182.10356,28226.91343,28197.85935,28253.76922
28182.10356,28182.10356,28226.91343,28197.85935,28253.76922
28165.6214,28165.6214,28210.40489,28181.36778,28237.24502
28165.6214,28165.6214,28210.40489,28181.36778,28237.24502
28165.6214,28165.6214,28210.40489,28181.36778,28237.24502
28149.80948,28149.80948,28194.56768,28165.54683,28221.39276
28149.80948,28149.80948,28194.56768,28165.54683,28221.39276
28149.80948,28149.80948,28194.56768,28165.54683,28221.39276
28128.95747,28128.95747,28173.6823,28144.68291,28200.48756
28128.95747,28128.95747,28173.6823,28144.68291,28200.48756
28128.95747,28128.95747,28173.6823,28144.68291,28200.48756
28103.05671,28103.05671,28147.7401,28118.76736,28174.52072
28103.05671,28103.05671,28147.7401,28118.76736,28174.52072
28103.05671,28103.05671,28147.7401,28118.76736,28174.52072
28091.79516,28091.79516,28136.46053,28107.49938,28163.23045
28091.79516,28091.79516,28136.46053,28107.49938,28163.23045
28072.42458,28072.42458,28117.05896,28088.11774,28143.81045
28072.42458,28072.42458,28117.05896,28088.11774,28143.81045
28072.42458,28072.42458,28117.05896,28088.11774,28143.81045
28059.47873,28059.47873,28104.0924,28075.1645,28130.83158
28059.47873,28059.47873,28104.0924,28075.1645,28130.83158
28059.47873,28059.47873,28104.0924,28075.1645,28130.83158
28036.33275,28036.33275,28080.90938,28052.0053,28107.62655
28036.33275,28036.33275,28080.90938,28052.0053,28107.62655
28036.33275,28036.33275,28080.90938,28052.0053,28107.62655
28012.87505,28012.87505,28057.41415,28028.53421,28084.10901
28012.87505,28012.87505,28057.41415,28028.53421,28084.10901
28012.87505,28012.87505,28057.41415,28028.53421,28084.10901
28012.87505,28012.87505,28057.41415,28028.53421,28084.10901
27995.30888,27995.30888,28039.81987,28010.95801,28066.49803
27995.30888,27995.30888,28039.81987,28010.95801,28066.49803
27995.30888,27995.30888,28039.81987,28010.95801,28066.49803
27960.72847,27960.72847,28005.18414,27976.35785,28031.8294
27960.72847,27960.72847,28005.18414,27976.35785,28031.8294
27960.72847,27960.72847,28005.18414,27976.35785,28031.8294
27928.07076,27928.07076,27972.47417,27943.68149,27999.08838
27928.07076,27928.07076,27972.47417,27943.68149,27999.08838
27928.07076,27928.07076,27972.47417,27943.68149,27999.08838
27892.13179,27892.13179,27936.4777,27907.722,27963.05773
27892.13179,27892.13179,27936.4777,27907.722,27963.05773
27892.13179,27892.13179,27936.4777,27907.722,27963.05773
27856.39437,27856.39437,27900.6831,27871.96418,27927.22915
27856.39437,27856.39437,27900.6831,27871.96418,27927.22915
27856.39437,27856.39437,27900.6831,27871.96418,27927.22915
27819.13548,27819.13548,27863.3646,27834.68401,27889.87521
27819.13548,27819.13548,27863.3646,27834.68401,27889.87521
27779.27685,27779.27685,27823.44219,27794.80262,27849.9149
27779.27685,27779.27685,27823.44219,27794.80262,27849.9149
27779.27685,27779.27685,27823.44219,27794.80262,27849.9149
27758.25584,27758.25584,27802.38755,27773.76961,27828.84027
27758.25584,27758.25584,27802.38755,27773.76961,27828.84027
27758.25584,27758.25584,27802.38755,27773.76961,27828.84027
27758.25584,27758.25584,27802.38755,27773.76961,27828.84027
27758.25584,27758.25584,27802.38755,27773.76961,27828.84027
27738.64046,27738.64046,27782.74078,27754.14303,27809.17485
27738.64046,27738.64046,27782.74078,27754.14303,27809.17485
27738.64046,27738.64046,27782.74078,27754.14303,27809.17485
27720.99279,27720.99279,27765.06488,27736.48528,27791.48216
27720.99279,27720.99279,27765.06488,27736.48528,27791.48216
27720.99279,27720.99279,27765.06488,27736.48528,27791.48216
27698.30647,27698.30647,27742.34226,27713.78601,27768.73797
27698.30647,27698.30647,27742.34226,27713.78601,27768.73797
27676.30266,27676.30266,27720.30324,27691.76963,27746.67802
27676.30266,27676.30266,27720.30324,27691.76963,27746.67802
27676.30266,27676.30266,27720.30324,27691.76963,27746.67802
27653.25678,27653.25678,27697.22049,27668.7106,27723.57335
27653.25678,27653.25678,27697.22049,27668.7106,27723.57335
27653.25678,27653.25678,27697.22049,27668.7106,27723.57335
27627.01054,27627.01054,27670.93226,27642.44937,27697.26016
27627.01054,27627.01054,27670.93226,27642.44937,27697.26016
27627.01054,27627.01054,27670.93226,27642.44937,27697.26016
27597.52654,27597.52654,27641.40108,27612.94853,27667.70095
27597.52654,27597.52654,27641.40108,27612.94853,27667.70095
27597.52654,27597.52654,27641.40108,27612.94853,27667.70095
27575.79592,27575.79592,27619.63569,27591.2055,27645.91489
27575.79592,27575.79592,27619.63569,27591.2055,27645.91489
27575.79592,27575.79592,27619.63569,27591.2055,27645.91489
27575.79592,27575.79592,27619.63569,27591.2055,27645.91489
27558.28195,27558.28195,27602.0937,27573.68153,27628.35624
27558.28195,27558.28195,27602.0937,27573.68153,27628.35624
27558.28195,27558.28195,27602.0937,27573.68153,27628.35624
27536.46483,27536.46483,27580.24167,27551.85196,27606.48347
27536.46483,27536.46483,27580.24167,27551.85196,27606.48347
27536.46483,27536.46483,27580.24167,27551.85196,27606.48347
27515.20826,27515.20826,27558.95109,27530.58325,27585.17267
27515.20826,27515.20826,27558.95109,27530.58325,27585.17267
27515.20826,27515.20826,27558.95109,27530.58325,27585.17267
27495.00246,27495.00246,27538.71296,27510.36591,27564.91533
27495.00246,27495.00246,27538.71296,27510.36591,27564.91533
27495.00246,27495.00246,27538.71296,27510.36591,27564.91533
27476.59108,27476.59108,27520.27213,27491.94402,27546.45698
27476.59108,27476.59108,27520.27213,27491.94402,27546.45698
27476.59108,27476.59108,27520.27213,27491.94402,27546.45698
27461.5769,27461.5769,27505.23392,27476.92127,27531.4045
27461.5769,27461.5769,27505.23392,27476.92127,27531.4045
27438.27309,27438.27309,27481.89283,27453.60415,27508.04124
27438.27309,27438.27309,27481.89283,27453.60415,27508.04124
27438.27309,27438.27309,27481.89283,27453.60415,27508.04124
27406.29864,27406.29864,27449.86722,27421.61144,27475.98522
27406.29864,27406.29864,27449.86722,27421.61144,27475.98522
27406.29864,27406.29864,27449.86722,27421.61144,27475.98522
27381.95255,27381.95255,27425.48217,27397.25145,27451.57703
27381.95255,27381.95255,27425.48217,27397.25145,27451.57703
27381.95255,27381.95255,27425.48217,27397.25145,27451.57703
27381.95255,27381.95255,27425.48217,27397.25145,27451.57703
27381.95255,27381.95255,27425.48217,27397.25145,27451.57703
27357.7732,27357.7732,27401.26414,27373.05829,27427.336
27357.7732,27357.7732,27401.26414,27373.05829,27427.336
27333.3475,27333.3475,27376.79936,27348.61865,27402.84799
27333.3475,27333.3475,27376.79936,27348.61865,27402.84799
27333.3475,27333.3475,27376.79936,27348.61865,27402.84799
27309.1544,27309.1544,27352.56755,27324.41173,27378.59317
27309.1544,27309.1544,27352.56755,27324.41173,27378.59317
27309.1544,27309.1544,27352.56755,27324.41173,27378.59317
27309.1544,27309.1544,27352.56755,27324.41173,27378.59317
27297.48448,27297.48448,27340.87896,27312.73515,27366.89348
27297.48448,27297.48448,27340.87896,27312.73515,27366.89348
27297.48448,27297.48448,27340.87896,27312.73515,27366.89348
27278.46357,27278.46357,27321.82761,27293.70338,27347.82405
27278.46357,27278.46357,27321.82761,27293.70338,27347.82405
27278.46357,27278.46357,27321.82761,27293.70338,27347.82405
27261.6485,27261.6485,27304.98564,27276.87871,27330.96608
27261.6485,27261.6485,27304.98564,27276.87871,27330.96608
27261.6485,27261.6485,27304.98564,27276.87871,27330.96608
27248.52881,27248.52881,27291.84496,27263.75153,27317.81292
27248.52881,27248.52881,27291.84496,27263.75153,27317.81292
27229.08235,27229.08235,27272.36738,27244.29396,27298.31685
27229.08235,27229.08235,27272.36738,27244.29396,27298.31685
27229.08235,27229.08235,27272.36738,27244.29396,27298.31685
27229.08235,27229.08235,27272.36738,27244.29396,27298.31685
27229.08235,27229.08235,27272.36738,27244.29396,27298.31685
27204.63932,27204.63932,27247.88524,27219.83697,27273.81147
27204.63932,27204.63932,27247.88524,27219.83697,27273.81147
27204.63932,27204.63932,27247.88524,27219.83697,27273.81147
27191.98931,27191.98931,27235.21499,27207.17974,27261.12919
27191.98931,27191.98931,27235.21499,27207.17974,27261.12919
27191.98931,27191.98931,27235.21499,27207.17974,27261.12919
27176.95012,27176.95012,27220.15174,27192.13196,27246.05164
27176.95012,27176.95012,27220.15174,27192.13196,27246.05164
27176.95012,27176.95012,27220.15174,27192.13196,27246.05164
27157.41878,27157.41878,27200.58915,27172.58947,27226.47047
27157.41878,27157.41878,27200.58915,27172.58947,27226.47047
27139.6496,27139.6496,27182.79154,27154.81015,27208.65596
27139.6496,27139.6496,27182.79154,27154.81015,27208.65596
27139.6496,27139.6496,27182.79154,27154.81015,27208.65596
27124.50979,27124.50979,27167.62751,27139.66169,27193.47753
27124.50979,27124.50979,27167.62751,27139.66169,27193.47753
27124.50979,27124.50979,27167.62751,27139.66169,27193.47753
27112.62674,27112.62674,27155.72544,27127.77186,27181.56417
27112.62674,27112.62674,27155.72544,27127.77186,27181.56417
27112.62674,27112.62674,27155.72544,27127.77186,27181.56417
27099.03873,27099.03873,27142.11569,27114.17609,27167.94149
27099.03873,27099.03873,27142.11569,27114.17609,27167.94149
27099.03873,27099.03873,27142.11569,27114.17609,27167.94149
27099.03873,27099.03873,27142.11569,27114.17609,27167.94149
27099.03873,27099.03873,27142.11569,27114.17609,27167.94149
27081.6675,27081.6675,27124.71667,27096.79494,27150.52595
27081.6675,27081.6675,27124.71667,27096.79494,27150.52595
27066.28128,27066.28128,27109.30583,27081.39993,27135.10048
27066.28128,27066.28128,27109.30583,27081.39993,27135.10048
27066.28128,27066.28128,27109.30583,27081.39993,27135.10048
27049.81269,27049.81269,27092.81089,27064.92194,27118.58988
27049.81269,27049.81269,27092.81089,27064.92194,27118.58988
27049.81269,27049.81269,27092.81089,27064.92194,27118.58988
27027.00687,27027.00687,27069.96858,27042.1031,27095.72588
27027.00687,27027.00687,27069.96858,27042.1031,27095.72588
27027.00687,27027.00687,27069.96858,27042.1031,27095.72588
27003.27325,27003.27325,27046.19699,27018.35592,27071.93172
27003.27325,27003.27325,27046.19699,27018.35592,27071.93172
27003.27325,27003.27325,27046.19699,27018.35592,27071.93172
26986.34368,26986.34368,27029.24033,27001.41669,27054.95896
26986.34368,26986.34368,27029.24033,27001.41669,27054.95896
26986.34368,26986.34368,27029.24033,27001.41669,27054.95896
26958.40543,26958.40543,27001.25738,26973.46248,27026.94944
26958.40543,26958.40543,27001.25738,26973.46248,27026.94944
26934.33579,26934.33579,26977.14923,26949.3791,27002.8184
26934.33579,26934.33579,26977.14923,26949.3791,27002.8184
26934.33579,26934.33579,26977.14923,26949.3791,27002.8184
26934.33579,26934.33579,26977.14923,26949.3791,27002.8184
26934.33579,26934.33579,26977.14923,26949.3791,27002.8184
26910.29635,26910.29635,26953.07132,26925.32593,26978.71763
26910.29635,26910.29635,26953.07132,26925.32593,26978.71763
26910.29635,26910.29635,26953.07132,26925.32593,26978.71763
26882.64,26882.64,26925.37072,26897.65379,26950.99073
26882.64,26882.64,26925.37072,26897.65379,26950.99073
26882.64,26882.64,26925.37072,26897.65379,26950.99073
26849.87071,26849.87071,26892.549,26864.86579,26918.13785
26849.87071,26849.87071,26892.549,26864.86579,26918.13785
26849.87071,26849.87071,26892.549,26864.86579,26918.13785
26821.13409,26821.13409,26863.7664,26836.11276,26889.32792
26821.13409,26821.13409,26863.7664,26836.11276,26889.32792
26792.62489,26792.62489,26835.21159,26807.58728,26860.74599
26792.62489,26792.62489,26835.21159,26807.58728,26860.74599
26792.62489,26792.62489,26835.21159,26807.58728,26860.74599
26773.27094,26773.27094,26815.82667,26788.22228,26841.34267
26773.27094,26773.27094,26815.82667,26788.22228,26841.34267
26773.27094,26773.27094,26815.82667,26788.22228,26841.34267
26751.26753,26751.26753,26793.78806,26766.20631,26819.28313
26751.26753,26751.26753,26793.78806,26766.20631,26819.28313
26751.26753,26751.26753,26793.78806,26766.20631,26819.28313
26728.13116,26728.13116,26770.61467,26743.05673,26796.08774
26728.13116,26728.13116,26770.61467,26743.05673,26796.08774
26728.13116,26728.13116,26770.61467,26743.05673,26796.08774
26706.93833,26706.93833,26749.38793,26721.8518,26774.84085
26706.93833,26706.93833,26749.38793,26721.8518,26774.84085
26706.93833,26706.93833,26749.38793,26721.8518,26774.84085
26706.93833,26706.93833,26749.38793,26721.8518,26774.84085
26684.76455,26684.76455,26727.17867,26699.66536,26752.6105
26684.76455,26684.76455,26727.17867,26699.66536,26752.6105
26684.76455,26684.76455,26727.17867,26699.66536,26752.6105
26662.82099,26662.82099,26705.2,26677.70927,26730.61096
26662.82099,26662.82099,26705.2,26677.70927,26730.61096
26662.82099,26662.82099,26705.2,26677.70927,26730.61096
26647.29173,26647.29173,26689.6459,26662.17114,26715.04209
26647.29173,26647.29173,26689.6459,26662.17114,26715.04209
26647.29173,26647.29173,26689.6459,26662.17114,26715.04209
26627.99703,26627.99703,26670.32033,26642.86542,26695.69817
26627.99703,26627.99703,26670.32033,26642.86542,26695.69817
26627.99703,26627.99703,26670.32033,26642.86542,26695.69817
26606.56521,26606.56521,26648.85421,26621.42136,26674.21167
26606.56521,26606.56521,26648.85421,26621.42136,26674.21167
26585.59942,26585.59942,26627.85488,26600.4436,26653.1924
26585.59942,26585.59942,26627.85488,26600.4436,26653.1924
26585.59942,26585.59942,26627.85488,26600.4436,26653.1924
26558.31832,26558.31832,26600.53013,26573.14693,26625.84171
26558.31832,26558.31832,26600.53013,26573.14693,26625.84171
26558.31832,26558.31832,26600.53013,26573.14693,26625.84171
26529.17315,26529.17315,26571.33833,26543.98511,26596.62219
26529.17315,26529.17315,26571.33833,26543.98511,26596.62219
26529.17315,26529.17315,26571.33833,26543.98511,26596.62219
26529.17315,26529.17315,26571.33833,26543.98511,26596.62219
26529.17315,26529.17315,26571.33833,26543.98511,26596.62219
26495.91197,26495.91197,26538.02393,26510.70494,26563.27616
26495.91197,26495.91197,26538.02393,26510.70494,26563.27616
26495.91197,26495.91197,26538.02393,26510.70494,26563.27616
26466.4296,26466.4296,26508.49439,26481.20574,26533.71858
26466.4296,26466.4296,26508.49439,26481.20574,26533.71858
26443.69383,26443.69383,26485.72224,26458.45698,26510.92481
26443.69383,26443.69383,26485.72224,26458.45698,26510.92481
26443.69383,26443.69383,26485.72224,26458.45698,26510.92481
26416.39734,26416.39734,26458.38208,26431.14491,26483.55869
26416.39734,26416.39734,26458.38208,26431.14491,26483.55869
26416.39734,26416.39734,26458.38208,26431.14491,26483.55869
26394.168,26394.168,26436.11717,26408.90288,26461.27264
26394.168,26394.168,26436.11717,26408.90288,26461.27264
26394.168,26394.168,26436.11717,26408.90288,26461.27264
26376.14243,26376.14243,26418.06276,26390.86701,26443.20109
26376.14243,26376.14243,26418.06276,26390.86701,26443.20109
26376.14243,26376.14243,26418.06276,26390.86701,26443.20109
26359.06506,26359.06506,26400.95806,26373.77989,26426.08015
26359.06506,26359.06506,26400.95806,26373.77989,26426.08015
26359.06506,26359.06506,26400.95806,26373.77989,26426.08015
26327.69653,26327.69653,26369.53934,26342.39345,26394.6316
26327.69653,26327.69653,26369.53934,26342.39345,26394.6316
26327.69653,26327.69653,26369.53934,26342.39345,26394.6316
26327.69653,26327.69653,26369.53934,26342.39345,26394.6316
26312.15207,26312.15207,26353.97001,26326.84011,26379.04749
26312.15207,26312.15207,26353.97001,26326.84011,26379.04749
26312.15207,26312.15207,26353.97001,26326.84011,26379.04749
26290.63459,26290.63459,26332.41811,26305.31035,26357.47511
26290.63459,26290.63459,26332.41811,26305.31035,26357.47511
26290.63459,26290.63459,26332.41811,26305.31035,26357.47511
26270.06706,26270.06706,26311.81767,26284.73107,26336.85512
26270.06706,26270.06706,26311.81767,26284.73107,26336.85512
26270.06706,26270.06706,26311.81767,26284.73107,26336.85512
26250.18874,26250.18874,26291.90754,26264.8414,26316.92609
26250.18874,26250.18874,26291.90754,26264.8414,26316.92609
26250.18874,26250.18874,26291.90754,26264.8414,26316.92609
26229.32678,26229.32678,26271.0122,26243.96753,26296.01091
26229.32678,26229.32678,26271.0122,26243.96753,26296.01091
26200.58418,26200.58418,26242.22361,26215.20852,26267.19499
26200.58418,26200.58418,26242.22361,26215.20852,26267.19499
26200.58418,26200.58418,26242.22361,26215.20852,26267.19499
26174.26556,26174.26556,26215.86288,26188.87487,26240.80923
26174.26556,26174.26556,26215.86288,26188.87487,26240.80923
26174.26556,26174.26556,26215.86288,26188.87487,26240.80923
26147.64394,26147.64394,26189.19867,26162.23805,26214.1197
26147.64394,26147.64394,26189.19867,26162.23805,26214.1197
26147.64394,26147.64394,26189.19867,26162.23805,26214.1197
26147.64394,26147.64394,26189.19867,26162.23805,26214.1197
26147.64394,26147.64394,26189.19867,26162.23805,26214.1197
26147.64394,26147.64394,26189.19867,26162.23805,26214.1197
26120.95154,26120.95154,26162.46356,26135.53041,26187.3592
26120.95154,26120.95154,26162.46356,26135.53041,26187.3592
26102.45271,26102.45271,26143.93513,26117.02102,26168.81318
26102.45271,26102.45271,26143.93513,26117.02102,26168.81318
26102.45271,26102.45271,26143.93513,26117.02102,26168.81318
26080.47553,26080.47553,26121.92279,26095.03129,26146.77994
26080.47553,26080.47553,26121.92279,26095.03129,26146.77994
26080.47553,26080.47553,26121.92279,26095.03129,26146.77994
26053.03574,26053.03574,26094.4391,26067.57583,26119.27015
26053.03574,26053.03574,26094.4391,26067.57583,26119.27015
26053.03574,26053.03574,26094.4391,26067.57583,26119.27015
26030.37225,26030.37225,26071.73935,26044.8994,26096.54885
26030.37225,26030.37225,26071.73935,26044.8994,26096.54885
26030.37225,26030.37225,26071.73935,26044.8994,26096.54885
26001.55047,26001.55047,26042.87145,26016.06116,26067.65354
26001.55047,26001.55047,26042.87145,26016.06116,26067.65354
26001.55047,26001.55047,26042.87145,26016.06116,26067.65354
25981.49713,25981.49713,26022.78603,25995.99637,26047.54905
25981.49713,25981.49713,26022.78603,25995.99637,26047.54905
25958.36022,25958.36022,25999.6121,25972.84625,26024.35311
25958.36022,25958.36022,25999.6121,25972.84625,26024.35311
25958.36022,25958.36022,25999.6121,25972.84625,26024.35311
25933.55661,25933.55661,25974.7688,25948.02848,25999.48623
25933.55661,25933.55661,25974.7688,25948.02848,25999.48623
25933.55661,25933.55661,25974.7688,25948.02848,25999.48623
25933.55661,25933.55661,25974.7688,25948.02848,25999.48623
25933.55661,25933.55661,25974.7688,25948.02848,25999.48623
25915.33269,25915.33269,25956.51572,25929.79415,25981.21582
25915.33269,25915.33269,25956.51572,25929.79415,25981.21582
25915.33269,25915.33269,25956.51572,25929.79415,25981.21582
25892.89128,25892.89128,25934.03841,25907.33993,25958.71716
25892.89128,25892.89128,25934.03841,25907.33993,25958.71716
25892.89128,25892.89128,25934.03841,25907.33993,25958.71716
25876.76994,25876.76994,25917.89127,25891.20938,25942.5547
25876.76994,25876.76994,25917.89127,25891.20938,25942.5547
25858.47755,25858.47755,25899.56961,25872.90655,25924.21564
25858.47755,25858.47755,25899.56961,25872.90655,25924.21564
25858.47755,25858.47755,25899.56961,25872.90655,25924.21564
25833.27323,25833.27323,25874.32497,25847.68783,25898.94703
25833.27323,25833.27323,25874.32497,25847.68783,25898.94703
25833.27323,25833.27323,25874.32497,25847.68783,25898.94703
25806.10184,25806.10184,25847.1101,25820.50093,25871.70632
25806.10184,25806.10184,25847.1101,25820.50093,25871.70632
25806.10184,25806.10184,25847.1101,25820.50093,25871.70632
25774.34739,25774.34739,25815.30485,25788.72835,25839.87087
25774.34739,25774.34739,25815.30485,25788.72835,25839.87087
25774.34739,25774.34739,25815.30485,25788.72835,25839.87087
25738.52755,25738.52755,25779.42769,25752.88805,25803.95965
25738.52755,25738.52755,25779.42769,25752.88805,25803.95965
25738.52755,25738.52755,25779.42769,25752.88805,25803.95965
25738.52755,25738.52755,25779.42769,25752.88805,25803.95965
25710.1373,25710.1373,25750.99202,25724.48159,25775.49698
25710.1373,25710.1373,25750.99202,25724.48159,25775.49698
