interior_pressure,calibrated_pressure,pressure_normal,pressure_2.5,pressure_97.5
101282.1463,101443.9162,101443.9162,101339.6422,101540.2902
101284.6633,101446.4372,101446.4373,101342.1606,101542.8136
101284.6633,101446.4372,101446.4373,101342.1606,101542.8136
101284.6633,101446.4372,101446.4373,101342.1606,101542.8136
101283.7549,101445.5274,101445.5274,101341.2517,101541.9029
101283.7549,101445.5274,101445.5274,101341.2517,101541.9029
101283.7549,101445.5274,101445.5274,101341.2517,101541.9029
101284.4542,101446.2278,101446.2278,101341.9514,101542.604
101284.4542,101446.2278,101446.2278,101341.9514,101542.604
101285.7059,101447.4816,101447.4815,101343.2038,101543.8589
101285.7059,101447.4816,101447.4815,101343.2038,101543.8589
101285.7059,101447.4816,101447.4815,101343.2038,101543.8589
101285.7059,101447.4816,101447.4815,101343.2038,101543.8589
101285.7059,101447.4816,101447.4815,101343.2038,101543.8589
101285.6668,101447.4424,101447.4424,101343.1647,101543.8197
101285.6668,101447.4424,101447.4424,101343.1647,101543.8197
101285.6668,101447.4424,101447.4424,101343.1647,101543.8197
101287.0446,101448.8224,101448.8224,101344.5433,101545.201
101287.0446,101448.8224,101448.8224,101344.5433,101545.201
101287.0446,101448.8224,101448.8224,101344.5433,101545.201
101286.076,101447.8523,101447.8522,101343.5742,101544.2299
101286.076,101447.8523,101447.8522,101343.5742,101544.2299
101281.5332,101443.3021,101443.3022,101339.0288,101539.6755
101281.5332,101443.3021,101443.3022,101339.0288,101539.6755
101281.5332,101443.3021,101443.3022,101339.0288,101539.6755
101283.4308,101445.2028,101445.2028,101340.9274,101541.5779
101283.4308,101445.2028,101445.2028,101340.9274,101541.5779
101283.4308,101445.2028,101445.2028,101340.9274,101541.5779
101283.7867,101445.5593,101445.5593,101341.2835,101541.9348
101283.7867,101445.5593,101445.5593,101341.2835,101541.9348
101283.7867,101445.5593,101445.5593,101341.2835,101541.9348
101282.7615,101444.5324,101444.5324,101340.2578,101540.9069
101282.7615,101444.5324,101444.5324,101340.2578,101540.9069
101282.7615,101444.5324,101444.5324,101340.2578,101540.9069
101282.6859,101444.4566,101444.4567,101340.1821,101540.8311
101282.6859,101444.4566,101444.4567,101340.1821,101540.8311
101282.6859,101444.4566,101444.4567,101340.1821,101540.8311
101282.6859,101444.4566,101444.4567,101340.1821,101540.8311
101284.2763,101446.0496,101446.0496,101341.7734,101542.4256
101284.2763,101446.0496,101446.0496,101341.7734,101542.4256
101284.2763,101446.0496,101446.0496,101341.7734,101542.4256
101284.2763,101446.0496,101446.0496,101341.7734,101542.4256
101284.2763,101446.0496,101446.0496,101341.7734,101542.4256
101284.2763,101446.0496,101446.0496,101341.7734,101542.4256
101284.2763,101446.0496,101446.0496,101341.7734,101542.4256
101281.8369,101443.6064,101443.6063,101339.3326,101539.98
101281.8369,101443.6064,101443.6063,101339.3326,101539.98
101281.8369,101443.6064,101443.6063,101339.3326,101539.98
101282.4758,101444.2463,101444.2463,101339.9719,101540.6205
101282.4758,101444.2463,101444.2463,101339.9719,101540.6205
101281.4658,101443.2347,101443.2346,101338.9613,101539.6079
101281.4658,101443.2347,101443.2346,101338.9613,101539.6079
101281.4658,101443.2347,101443.2346,101338.9613,101539.6079
101281.4658,101443.2347,101443.2346,101338.9613,101539.6079
101281.8841,101443.6536,101443.6536,101339.3799,101540.0273
101281.8841,101443.6536,101443.6536,101339.3799,101540.0273
101281.8841,101443.6536,101443.6536,101339.3799,101540.0273
101280.1755,101441.9422,101441.9423,101337.6703,101538.3143
101280.1755,101441.9422,101441.9423,101337.6703,101538.3143
101280.1755,101441.9422,101441.9423,101337.6703,101538.3143
101283.522,101445.2942,101445.2941,101341.0187,101541.6694
101283.522,101445.2942,101445.2941,101341.0187,101541.6694
101283.522,101445.2942,101445.2941,101341.0187,101541.6694
101283.3571,101445.1289,101445.129,101340.8537,101541.5041
101283.3571,101445.1289,101445.129,101340.8537,101541.5041
101279.2679,101441.0332,101441.0332,101336.7622,101537.4044
101279.2679,101441.0332,101441.0332,101336.7622,101537.4044
101279.2679,101441.0332,101441.0332,101336.7622,101537.4044
101277.1579,101438.9198,101438.9199,101334.651,101535.289
101277.1579,101438.9198,101438.9199,101334.651,101535.289
101277.1579,101438.9198,101438.9199,101334.651,101535.289
101277.1579,101438.9198,101438.9199,101334.651,101535.289
101277.1579,101438.9198,101438.9199,101334.651,101535.289
101278.7781,101440.5426,101440.5426,101336.2721,101536.9134
101278.7781,101440.5426,101440.5426,101336.2721,101536.9134
101278.7781,101440.5426,101440.5426,101336.2721,101536.9134
101282.5232,101444.2938,101444.2937,101340.0193,101540.668
101282.5232,101444.2938,101444.2937,101340.0193,101540.668
101278.1384,101439.9019,101439.9019,101335.632,101536.272
101278.1384,101439.9019,101439.9019,101335.632,101536.272
101278.1384,101439.9019,101439.9019,101335.632,101536.272
101280.7217,101442.4893,101442.4894,101338.2168,101538.8619
101280.7217,101442.4893,101442.4894,101338.2168,101538.8619
101280.7217,101442.4893,101442.4894,101338.2168,101538.8619
101278.8913,101440.656,101440.656,101336.3854,101537.0269
101278.8913,101440.656,101440.656,101336.3854,101537.0269
101278.8913,101440.656,101440.656,101336.3854,101537.0269
101281.0676,101442.8358,101442.8358,101338.5629,101539.2087
101281.0676,101442.8358,101442.8358,101338.5629,101539.2087
101278.8014,101440.5659,101440.566,101336.2954,101536.9367
101278.8014,101440.5659,101440.566,101336.2954,101536.9367
101278.8014,101440.5659,101440.566,101336.2954,101536.9367
101279.6276,101441.3935,101441.3935,101337.1221,101537.765
101279.6276,101441.3935,101441.3935,101337.1221,101537.765
101279.6276,101441.3935,101441.3935,101337.1221,101537.765
101279.6276,101441.3935,101441.3935,101337.1221,101537.765
101279.6276,101441.3935,101441.3935,101337.1221,101537.765
101279.6276,101441.3935,101441.3935,101337.1221,101537.765
101281.4965,101443.2654,101443.2654,101338.992,101539.6387
101281.4965,101443.2654,101443.2654,101338.992,101539.6387
101281.4965,101443.2654,101443.2654,101338.992,101539.6387
101280.1521,101441.9188,101441.9188,101337.6469,101538.2909
101280.1521,101441.9188,101441.9188,101337.6469,101538.2909
101282.6349,101444.4056,101444.4056,101340.1311,101540.78
101282.6349,101444.4056,101444.4056,101340.1311,101540.78
101282.6349,101444.4056,101444.4056,101340.1311,101540.78
101282.6349,101444.4056,101444.4056,101340.1311,101540.78
101282.6349,101444.4056,101444.4056,101340.1311,101540.78
101281.6447,101443.4138,101443.4138,101339.1403,101539.7873
101281.6447,101443.4138,101443.4138,101339.1403,101539.7873
101281.6447,101443.4138,101443.4138,101339.1403,101539.7873
101282.9289,101444.7,101444.7001,101340.4253,101541.0748
101282.9289,101444.7,101444.7001,101340.4253,101541.0748
101282.9289,101444.7,101444.7001,101340.4253,101541.0748
101281.0383,101442.8064,101442.8065,101338.5336,101539.1793
101281.0383,101442.8064,101442.8065,101338.5336,101539.1793
101282.3423,101444.1125,101444.1125,101339.8383,101540.4867
101282.3423,101444.1125,101444.1125,101339.8383,101540.4867
101282.3423,101444.1125,101444.1125,101339.8383,101540.4867
101281.0935,101442.8617,101442.8617,101338.5888,101539.2347
101281.0935,101442.8617,101442.8617,101338.5888,101539.2347
101281.0935,101442.8617,101442.8617,101338.5888,101539.2347
101284.4108,101446.1844,101446.1844,101341.908,101542.5604
101284.4108,101446.1844,101446.1844,101341.908,101542.5604
101284.4108,101446.1844,101446.1844,101341.908,101542.5604
101285.4801,101447.2554,101447.2554,101342.9779,101543.6325
101285.4801,101447.2554,101447.2554,101342.9779,101543.6325
101285.4801,101447.2554,101447.2554,101342.9779,101543.6325
101284.6627,101446.4367,101446.4367,101342.16,101542.813
101284.6627,101446.4367,101446.4367,101342.16,101542.813
101284.6627,101446.4367,101446.4367,101342.16,101542.813
101284.6627,101446.4367,101446.4367,101342.16,101542.813
101283.2909,101445.0626,101445.0627,101340.7875,101541.4377
101283.2909,101445.0626,101445.0627,101340.7875,101541.4377
101283.2909,101445.0626,101445.0627,101340.7875,101541.4377
101287.1363,101448.9142,101448.9142,101344.6351,101545.2929
101287.1363,101448.9142,101448.9142,101344.6351,101545.2929
101287.1363,101448.9142,101448.9142,101344.6351,101545.2929
101282.5915,101444.3621,101444.3621,101340.0877,101540.7365
101282.5915,101444.3621,101444.3621,101340.0877,101540.7365
101282.5915,101444.3621,101444.3621,101340.0877,101540.7365
101283.3254,101445.0972,101445.0972,101340.822,101541.4723
101283.3254,101445.0972,101445.0972,101340.822,101541.4723
101283.3254,101445.0972,101445.0972,101340.822,101541.4723
101285.0521,101446.8267,101446.8267,101342.5497,101543.2034
101285.0521,101446.8267,101446.8267,101342.5497,101543.2034
101282.2554,101444.0255,101444.0255,101339.7514,101540.3995
101282.2554,101444.0255,101444.0255,101339.7514,101540.3995
101282.2554,101444.0255,101444.0255,101339.7514,101540.3995
101284.8932,101446.6676,101446.6675,101342.3907,101543.0441
101284.8932,101446.6676,101446.6675,101342.3907,101543.0441
101284.8932,101446.6676,101446.6675,101342.3907,101543.0441
101286.2927,101448.0693,101448.0693,101343.791,101544.4471
101286.2927,101448.0693,101448.0693,101343.791,101544.4471
101286.2927,101448.0693,101448.0693,101343.791,101544.4471
101279.8931,101441.6595,101441.6594,101337.3877,101538.0312
101279.8931,101441.6595,101441.6594,101337.3877,101538.0312
101279.8931,101441.6595,101441.6594,101337.3877,101538.0312
101279.8931,101441.6595,101441.6594,101337.3877,101538.0312
101282.3797,101444.15,101444.15,101339.8757,101540.5242
101282.3797,101444.15,101444.15,101339.8757,101540.5242
101282.3797,101444.15,101444.15,101339.8757,101540.5242
101284.9584,101446.7328,101446.7328,101342.4559,101543.1094
101284.9584,101446.7328,101446.7328,101342.4559,101543.1094
101284.9584,101446.7328,101446.7328,101342.4559,101543.1094
101282.1724,101443.9424,101443.9424,101339.6683,101540.3163
101282.1724,101443.9424,101443.9424,101339.6683,101540.3163
101282.1724,101443.9424,101443.9424,101339.6683,101540.3163
101284.843,101446.6173,101446.6172,101342.3405,101542.9938
101284.843,101446.6173,101446.6172,101342.3405,101542.9938
101284.843,101446.6173,101446.6172,101342.3405,101542.9938
101284.843,101446.6173,101446.6172,101342.3405,101542.9938
101284.843,101446.6173,101446.6172,101342.3405,101542.9938
101284.843,101446.6173,101446.6172,101342.3405,101542.9938
101284.843,101446.6173,101446.6172,101342.3405,101542.9938
101284.843,101446.6173,101446.6172,101342.3405,101542.9938
101284.843,101446.6173,101446.6172,101342.3405,101542.9938
101284.843,101446.6173,101446.6172,101342.3405,101542.9938
101286.3359,101448.1125,101448.1125,101343.8342,101544.4905
101286.3359,101448.1125,101448.1125,101343.8342,101544.4905
101286.3359,101448.1125,101448.1125,101343.8342,101544.4905
101286.3359,101448.1125,101448.1125,101343.8342,101544.4905
101284.8913,101446.6656,101446.6656,101342.3888,101543.0422
101284.8913,101446.6656,101446.6656,101342.3888,101543.0422
101284.8913,101446.6656,101446.6656,101342.3888,101543.0422
101286.0566,101447.8328,101447.8328,101343.5547,101544.2104
101286.0566,101447.8328,101447.8328,101343.5547,101544.2104
101286.0566,101447.8328,101447.8328,101343.5547,101544.2104
101283.2304,101445.0021,101445.0021,101340.7269,101541.377
101283.2304,101445.0021,101445.0021,101340.7269,101541.377
101283.2304,101445.0021,101445.0021,101340.7269,101541.377
101285.5329,101447.3082,101447.3083,101343.0307,101543.6854
101285.5329,101447.3082,101447.3083,101343.0307,101543.6854
101285.5329,101447.3082,101447.3083,101343.0307,101543.6854
101282.4761,101444.2466,101444.2466,101339.9722,101540.6208
101282.4761,101444.2466,101444.2466,101339.9722,101540.6208
101284.2779,101446.0513,101446.0512,101341.775,101542.4272
101284.2779,101446.0513,101446.0512,101341.775,101542.4272
101284.2779,101446.0513,101446.0512,101341.775,101542.4272
101282.8118,101444.5828,101444.5828,101340.3081,101540.9574
101282.8118,101444.5828,101444.5828,101340.3081,101540.9574
101282.8118,101444.5828,101444.5828,101340.3081,101540.9574
101284.8613,101446.6356,101446.6356,101342.3588,101543.0121
101284.8613,101446.6356,101446.6356,101342.3588,101543.0121
101284.8613,101446.6356,101446.6356,101342.3588,101543.0121
101284.8613,101446.6356,101446.6356,101342.3588,101543.0121
101284.8613,101446.6356,101446.6356,101342.3588,101543.0121
101282.3474,101444.1176,101444.1177,101339.8434,101540.4918
101282.3474,101444.1176,101444.1177,101339.8434,101540.4918
101282.0613,101443.8311,101443.8311,101339.5572,101540.205
101282.0613,101443.8311,101443.8311,101339.5572,101540.205
101282.0613,101443.8311,101443.8311,101339.5572,101540.205
101280.7302,101442.4978,101442.4979,101338.2253,101538.8705
101280.7302,101442.4978,101442.4979,101338.2253,101538.8705
101280.7302,101442.4978,101442.4979,101338.2253,101538.8705
101282.6338,101444.4045,101444.4045,101340.13,101540.7789
101282.6338,101444.4045,101444.4045,101340.13,101540.7789
101282.6338,101444.4045,101444.4045,101340.13,101540.7789
101277.7407,101439.5036,101439.5036,101335.2341,101535.8733
101277.7407,101439.5036,101439.5036,101335.2341,101535.8733
101277.7407,101439.5036,101439.5036,101335.2341,101535.8733
101284.0571,101445.8301,101445.8301,101341.5541,101542.2058
101284.0571,101445.8301,101445.8301,101341.5541,101542.2058
101283.4694,101445.2414,101445.2415,101340.9661,101541.6166
101283.4694,101445.2414,101445.2415,101340.9661,101541.6166
101283.4694,101445.2414,101445.2415,101340.9661,101541.6166
101279.3093,101441.0747,101441.0747,101336.8036,101537.4459
101279.3093,101441.0747,101441.0747,101336.8036,101537.4459
101279.3093,101441.0747,101441.0747,101336.8036,101537.4459
101282.8379,101444.6089,101444.6089,101340.3342,101540.9835
101282.8379,101444.6089,101444.6089,101340.3342,101540.9835
101282.8379,101444.6089,101444.6089,101340.3342,101540.9835
101282.8379,101444.6089,101444.6089,101340.3342,101540.9835
101282.8379,101444.6089,101444.6089,101340.3342,101540.9835
101281.8385,101443.608,101443.6079,101339.3342,101539.9816
101281.8385,101443.608,101443.6079,101339.3342,101539.9816
101281.2351,101443.0036,101443.0036,101338.7305,101539.3766
101281.2351,101443.0036,101443.0036,101338.7305,101539.3766
101281.2351,101443.0036,101443.0036,101338.7305,101539.3766
101284.7408,101446.5149,101446.5149,101342.2382,101542.8913
101284.7408,101446.5149,101446.5149,101342.2382,101542.8913
101284.7408,101446.5149,101446.5149,101342.2382,101542.8913
101282.1137,101443.8836,101443.8836,101339.6096,101540.2575
101282.1137,101443.8836,101443.8836,101339.6096,101540.2575
101282.1137,101443.8836,101443.8836,101339.6096,101540.2575
101283.0615,101444.8329,101444.8329,101340.5579,101541.2077
101283.0615,101444.8329,101444.8329,101340.5579,101541.2077
101283.0615,101444.8329,101444.8329,101340.5579,101541.2077
101285.1823,101446.9571,101446.9571,101342.6799,101543.3339
101285.1823,101446.9571,101446.9571,101342.6799,101543.3339
101285.1823,101446.9571,101446.9571,101342.6799,101543.3339
101285.1823,101446.9571,101446.9571,101342.6799,101543.3339
101285.1823,101446.9571,101446.9571,101342.6799,101543.3339
101285.1823,101446.9571,101446.9571,101342.6799,101543.3339
101285.1823,101446.9571,101446.9571,101342.6799,101543.3339
101285.1823,101446.9571,101446.9571,101342.6799,101543.3339
101285.1823,101446.9571,101446.9571,101342.6799,101543.3339
101282.5352,101444.3057,101444.3058,101340.0313,101540.6801
101282.5352,101444.3057,101444.3058,101340.0313,101540.6801
101282.5352,101444.3057,101444.3058,101340.0313,101540.6801
101281.4217,101443.1905,101443.1905,101338.9172,101539.5637
101281.4217,101443.1905,101443.1905,101338.9172,101539.5637
101282.3919,101444.1622,101444.1622,101339.888,101540.5364
101282.3919,101444.1622,101444.1622,101339.888,101540.5364
101282.3919,101444.1622,101444.1622,101339.888,101540.5364
101281.7876,101443.557,101443.557,101339.2833,101539.9306
101281.7876,101443.557,101443.557,101339.2833,101539.9306
101281.7876,101443.557,101443.557,101339.2833,101539.9306
101283.7462,101445.5187,101445.5187,101341.243,101541.8942
101283.7462,101445.5187,101445.5187,101341.243,101541.8942
101283.7462,101445.5187,101445.5187,101341.243,101541.8942
101284.5235,101446.2972,101446.2972,101342.0208,101542.6734
101284.5235,101446.2972,101446.2972,101342.0208,101542.6734
101284.5235,101446.2972,101446.2972,101342.0208,101542.6734
101283.0186,101444.7899,101444.7899,101340.515,101541.1647
101283.0186,101444.7899,101444.7899,101340.515,101541.1647
101282.3919,101444.1622,101444.1622,101339.888,101540.5364
101282.3919,101444.1622,101444.1622,101339.888,101540.5364
101282.3919,101444.1622,101444.1622,101339.888,101540.5364
101282.3919,101444.1622,101444.1622,101339.888,101540.5364
101282.3919,101444.1622,101444.1622,101339.888,101540.5364
101283.443,101445.215,101445.215,101340.9397,101541.5902
101283.443,101445.215,101445.215,101340.9397,101541.5902
101283.443,101445.215,101445.215,101340.9397,101541.5902
101281.6155,101443.3845,101443.3846,101339.1111,101539.758
101281.6155,101443.3845,101443.3846,101339.1111,101539.758
101281.6155,101443.3845,101443.3846,101339.1111,101539.758
101284.2266,101445.9999,101445.9999,101341.7237,101542.3758
101284.2266,101445.9999,101445.9999,101341.7237,101542.3758
101281.8942,101443.6637,101443.6637,101339.39,101540.0374
101281.8942,101443.6637,101443.6637,101339.39,101540.0374
101281.8942,101443.6637,101443.6637,101339.39,101540.0374
101285.007,101446.7815,101446.7815,101342.5045,101543.1582
101285.007,101446.7815,101446.7815,101342.5045,101543.1582
101285.007,101446.7815,101446.7815,101342.5045,101543.1582
101284.4719,101446.2456,101446.2456,101341.9691,101542.6217
101284.4719,101446.2456,101446.2456,101341.9691,101542.6217
101284.4719,101446.2456,101446.2456,101341.9691,101542.6217
101284.3353,101446.1087,101446.1087,101341.8325,101542.4848
101284.3353,101446.1087,101446.1087,101341.8325,101542.4848
101284.3353,101446.1087,101446.1087,101341.8325,101542.4848
101286.9659,101448.7435,101448.7435,101344.4646,101545.1221
101286.9659,101448.7435,101448.7435,101344.4646,101545.1221
101286.9659,101448.7435,101448.7435,101344.4646,101545.1221
101283.6771,101445.4495,101445.4495,101341.1739,101541.8249
101283.6771,101445.4495,101445.4495,101341.1739,101541.8249
101283.6771,101445.4495,101445.4495,101341.1739,101541.8249
101283.6771,101445.4495,101445.4495,101341.1739,101541.8249
101283.6658,101445.4382,101445.4382,101341.1626,101541.8135
101283.6658,101445.4382,101445.4382,101341.1626,101541.8135
101283.6658,101445.4382,101445.4382,101341.1626,101541.8135
101282.4505,101444.2209,101444.2209,101339.9466,101540.5951
101282.4505,101444.2209,101444.2209,101339.9466,101540.5951
101282.4505,101444.2209,101444.2209,101339.9466,101540.5951
101284.3423,101446.1157,101446.1157,101341.8395,101542.4918
101284.3423,101446.1157,101446.1157,101341.8395,101542.4918
101284.3423,101446.1157,101446.1157,101341.8395,101542.4918
101284.1469,101445.92,101445.92,101341.644,101542.2959
101284.1469,101445.92,101445.92,101341.644,101542.2959
101284.9381,101446.7125,101446.7125,101342.4356,101543.0891
101284.9381,101446.7125,101446.7125,101342.4356,101543.0891
101284.9381,101446.7125,101446.7125,101342.4356,101543.0891
101282.0107,101443.7805,101443.7804,101339.5065,101540.1542
101282.0107,101443.7805,101443.7804,101339.5065,101540.1542
101282.0107,101443.7805,101443.7804,101339.5065,101540.1542
101283.8555,101445.6282,101445.6282,101341.3524,101542.0037
101283.8555,101445.6282,101445.6282,101341.3524,101542.0037
101283.8555,101445.6282,101445.6282,101341.3524,101542.0037
101283.8555,101445.6282,101445.6282,101341.3524,101542.0037
101283.8555,101445.6282,101445.6282,101341.3524,101542.0037
101283.8555,101445.6282,101445.6282,101341.3524,101542.0037
101283.8555,101445.6282,101445.6282,101341.3524,101542.0037
101283.7257,101445.4981,101445.4982,101341.2225,101541.8736
101283.7257,101445.4981,101445.4982,101341.2225,101541.8736
101283.7257,101445.4981,101445.4982,101341.2225,101541.8736
101286.1134,101447.8897,101447.8897,101343.6116,101544.2674
101286.1134,101447.8897,101447.8897,101343.6116,101544.2674
101286.1134,101447.8897,101447.8897,101343.6116,101544.2674
101282.257,101444.0271,101444.0271,101339.753,101540.4012
101282.257,101444.0271,101444.0271,101339.753,101540.4012
101282.257,101444.0271,101444.0271,101339.753,101540.4012
101284.5002,101446.2739,101446.2739,101341.9975,101542.6501
101284.5002,101446.2739,101446.2739,101341.9975,101542.6501
101284.5002,101446.2739,101446.2739,101341.9975,101542.6501
101284.5002,101446.2739,101446.2739,101341.9975,101542.6501
101284.7305,101446.5046,101446.5046,101342.2279,101542.881
101284.7305,101446.5046,101446.5046,101342.2279,101542.881
101284.7305,101446.5046,101446.5046,101342.2279,101542.881
101281.6024,101443.3715,101443.3715,101339.098,101539.7449
101281.6024,101443.3715,101443.3715,101339.098,101539.7449
101281.6024,101443.3715,101443.3715,101339.098,101539.7449
101283.8089,101445.5815,101445.5815,101341.3058,101541.957
101283.8089,101445.5815,101445.5815,101341.3058,101541.957
101283.8089,101445.5815,101445.5815,101341.3058,101541.957
101285.9265,101447.7025,101447.7025,101343.4246,101544.08
101285.9265,101447.7025,101447.7025,101343.4246,101544.08
101285.9265,101447.7025,101447.7025,101343.4246,101544.08
101288.0075,101449.7868,101449.7868,101345.5068,101546.1663
101288.0075,101449.7868,101449.7868,101345.5068,101546.1663
101288.0075,101449.7868,101449.7868,101345.5068,101546.1663
101283.096,101444.8675,101444.8675,101340.5925,101541.2423
101283.096,101444.8675,101444.8675,101340.5925,101541.2423
101283.096,101444.8675,101444.8675,101340.5925,101541.2423
101282.6579,101444.4286,101444.4287,101340.1541,101540.8031
101282.6579,101444.4286,101444.4287,101340.1541,101540.8031
101282.6579,101444.4286,101444.4287,101340.1541,101540.8031
101282.6579,101444.4286,101444.4287,101340.1541,101540.8031
101282.6579,101444.4286,101444.4287,101340.1541,101540.8031
101280.421,101442.1882,101442.1882,101337.9159,101538.5605
101280.421,101442.1882,101442.1882,101337.9159,101538.5605
101280.421,101442.1882,101442.1882,101337.9159,101538.5605
101282.4098,101444.1801,101444.1802,101339.9059,101540.5543
101282.4098,101444.1801,101444.1802,101339.9059,101540.5543
101282.3515,101444.1217,101444.1218,101339.8475,101540.4959
101282.3515,101444.1217,101444.1218,101339.8475,101540.4959
101282.3515,101444.1217,101444.1218,101339.8475,101540.4959
101279.0539,101440.8189,101440.8189,101336.548,101537.1899
101279.0539,101440.8189,101440.8189,101336.548,101537.1899
101279.0539,101440.8189,101440.8189,101336.548,101537.1899
101276.8685,101438.63,101438.63,101334.3614,101534.9989
101276.8685,101438.63,101438.63,101334.3614,101534.9989
101276.8685,101438.63,101438.63,101334.3614,101534.9989
101281.4284,101443.1972,101443.1972,101338.9239,101539.5704
101281.4284,101443.1972,101443.1972,101338.9239,101539.5704
101281.4284,101443.1972,101443.1972,101338.9239,101539.5704
101280.4322,101442.1994,101442.1994,101337.9271,101538.5717
101280.4322,101442.1994,101442.1994,101337.9271,101538.5717
101280.4322,101442.1994,101442.1994,101337.9271,101538.5717
101280.4322,101442.1994,101442.1994,101337.9271,101538.5717
101279.5429,101441.3087,101441.3087,101337.0373,101537.6801
101279.5429,101441.3087,101441.3087,101337.0373,101537.6801
101279.5429,101441.3087,101441.3087,101337.0373,101537.6801
101282.7421,101444.513,101444.513,101340.2384,101540.8875
101282.7421,101444.513,101444.513,101340.2384,101540.8875
101282.7421,101444.513,101444.513,101340.2384,101540.8875
101278.9778,101440.7427,101440.7427,101336.4719,101537.1136
101278.9778,101440.7427,101440.7427,101336.4719,101537.1136
101278.9778,101440.7427,101440.7427,101336.4719,101537.1136
101280.9017,101442.6697,101442.6696,101338.3969,101539.0424
101280.9017,101442.6697,101442.6696,101338.3969,101539.0424
101283.0011,101444.7724,101444.7724,101340.4975,101541.1472
101283.0011,101444.7724,101444.7724,101340.4975,101541.1472
101283.0011,101444.7724,101444.7724,101340.4975,101541.1472
101281.8873,101443.6568,101443.6568,101339.3831,101540.0305
101281.8873,101443.6568,101443.6568,101339.3831,101540.0305
101281.8873,101443.6568,101443.6568,101339.3831,101540.0305
101279.2446,101441.0099,101441.0099,101336.7389,101537.3811
101279.2446,101441.0099,101441.0099,101336.7389,101537.3811
101279.2446,101441.0099,101441.0099,101336.7389,101537.3811
101280.5523,101442.3197,101442.3197,101338.0473,101538.6921
101280.5523,101442.3197,101442.3197,101338.0473,101538.6921
101280.5523,101442.3197,101442.3197,101338.0473,101538.6921
101280.5523,101442.3197,101442.3197,101338.0473,101538.6921
101280.5523,101442.3197,101442.3197,101338.0473,101538.6921
101282.0164,101443.7862,101443.7861,101339.5122,101540.1599
101282.0164,101443.7862,101443.7861,101339.5122,101540.1599
101283.9127,101445.6855,101445.6855,101341.4096,101542.0611
101283.9127,101445.6855,101445.6855,101341.4096,101542.0611
101283.9127,101445.6855,101445.6855,101341.4096,101542.0611
101281.0049,101442.773,101442.773,101338.5002,101539.1459
101281.0049,101442.773,101442.773,101338.5002,101539.1459
101281.0049,101442.773,101442.773,101338.5002,101539.1459
101282.5947,101444.3654,101444.3654,101340.0909,101540.7397
101282.5947,101444.3654,101444.3654,101340.0909,101540.7397
101282.5947,101444.3654,101444.3654,101340.0909,101540.7397
101283.528,101445.3002,101445.3001,101341.0247,101541.6754
101283.528,101445.3002,101445.3001,101341.0247,101541.6754
101283.528,101445.3002,101445.3001,101341.0247,101541.6754
101285.6146,101447.3901,101447.3901,101343.1125,101543.7673
101285.6146,101447.3901,101447.3901,101343.1125,101543.7673
101285.0301,101446.8047,101446.8046,101342.5277,101543.1813
101285.0301,101446.8047,101446.8046,101342.5277,101543.1813
101285.0301,101446.8047,101446.8046,101342.5277,101543.1813
101282.9751,101444.7464,101444.7464,101340.4715,101541.1211
101282.9751,101444.7464,101444.7464,101340.4715,101541.1211
101282.9751,101444.7464,101444.7464,101340.4715,101541.1211
101282.9751,101444.7464,101444.7464,101340.4715,101541.1211
101282.9751,101444.7464,101444.7464,101340.4715,101541.1211
101284.2551,101446.0284,101446.0284,101341.7522,101542.4044
101284.2551,101446.0284,101446.0284,101341.7522,101542.4044
101284.2551,101446.0284,101446.0284,101341.7522,101542.4044
101284.5687,101446.3425,101446.3425,101342.066,101542.7188
101284.5687,101446.3425,101446.3425,101342.066,101542.7188
101285.3585,101447.1336,101447.1336,101342.8562,101543.5106
101285.3585,101447.1336,101447.1336,101342.8562,101543.5106
101285.3585,101447.1336,101447.1336,101342.8562,101543.5106
101284.348,101446.1215,101446.1215,101341.8452,101542.4975
101284.348,101446.1215,101446.1215,101341.8452,101542.4975
101284.348,101446.1215,101446.1215,101341.8452,101542.4975
101285.5972,101447.3727,101447.3727,101343.0951,101543.7499
101285.5972,101447.3727,101447.3727,101343.0951,101543.7499
101285.5972,101447.3727,101447.3727,101343.0951,101543.7499
101288.024,101449.8033,101449.8033,101345.5233,101546.1829
101288.024,101449.8033,101449.8033,101345.5233,101546.1829
101288.024,101449.8033,101449.8033,101345.5233,101546.1829
101285.3047,101447.0797,101447.0797,101342.8024,101543.4566
101285.3047,101447.0797,101447.0797,101342.8024,101543.4566
101287.6396,101449.4183,101449.4183,101345.1386,101545.7975
101287.6396,101449.4183,101449.4183,101345.1386,101545.7975
101287.6396,101449.4183,101449.4183,101345.1386,101545.7975
101287.6396,101449.4183,101449.4183,101345.1386,101545.7975
101287.6396,101449.4183,101449.4183,101345.1386,101545.7975
101284.9609,101446.7354,101446.7353,101342.4584,101543.112
101284.9609,101446.7354,101446.7353,101342.4584,101543.112
101284.9609,101446.7354,101446.7353,101342.4584,101543.112
101285.6517,101447.4273,101447.4272,101343.1496,101543.8045
101285.6517,101447.4273,101447.4272,101343.1496,101543.8045
101285.6517,101447.4273,101447.4272,101343.1496,101543.8045
101284.6509,101446.4249,101446.4248,101342.1482,101542.8012
101284.6509,101446.4249,101446.4248,101342.1482,101542.8012
101284.6509,101446.4249,101446.4248,101342.1482,101542.8012
101286.1143,101447.8906,101447.8906,101343.6125,101544.2683
